ID,Region,Region Link,Estate,Estate Link,Block and unit number,Floor,Room,Gross area(sq feet),Net floor area(sq feet),Property age(year),Address
613463,"Yau Tong,Lam Tin",https://www.28hse.com/en/buy/district-g21,Lei On Court,https://www.28hse.com/en/buy/estate-2017,,,,,663.0,,
616671,"Lai Chi Kok,Cheung Sha Wan,Mei Foo,Lai King",https://www.28hse.com/en/buy/district-g28,Wing Ning Building,https://www.28hse.com/en/buy/estate-2489,,High level,open style,,224.0,34.0,
552858,"Lai Chi Kok,Cheung Sha Wan,Mei Foo,Lai King",https://www.28hse.com/en/buy/district-g28,AquaMarine,https://www.28hse.com/en/buy/estate-2380,1G,,,665.0,501.0,15.0,
618987,"Lai Chi Kok,Cheung Sha Wan,Mei Foo,Lai King",https://www.28hse.com/en/buy/district-g28,Manor Centre,https://www.28hse.com/en/buy/estate-2455,,,,,315.0,32.0,
619000,"Hung Hom,Whampoa",https://www.28hse.com/en/buy/district-g32,Fuk Shing Mansion,https://www.28hse.com/en/buy/estate-8820,E,Mid level,2,,352.0,52.0,
619033,"Hung Hom,Whampoa",https://www.28hse.com/en/buy/district-g32,Yee Fai Building,https://www.28hse.com/en/buy/estate-5737,,Mid level,1,338.0,251.0,33.0,
610695,Wan Chai,https://www.28hse.com/en/buy/district-g4,City Centre Building,https://www.28hse.com/en/buy/estate-5571,,,,,378.0,52.0,
610702,Wan Chai,https://www.28hse.com/en/buy/district-g4,Hay Wah Building,https://www.28hse.com/en/buy/estate-844,,,2,406.0,336.0,39.0,
610296,Island West,https://www.28hse.com/en/buy/district-g1,Connaught Garden,https://www.28hse.com/en/buy/estate-565,,High level,2,442.0,334.0,33.0,
606666,"Tai Kok Tsui,Olympic,Kowloon Station",https://www.28hse.com/en/buy/district-g29,Hing Nin Building,https://www.28hse.com/en/buy/estate-2540,,,2,,425.0,52.0,
458914,Causeway Bay,https://www.28hse.com/en/buy/district-g5,Island Building,https://www.28hse.com/en/buy/estate-856,,Low level,,750.0,545.0,53.0,
610715,Wan Chai,https://www.28hse.com/en/buy/district-g4,Lap Tak Building,https://www.28hse.com/en/buy/estate-7673,,,3,850.0,510.0,50.0,
569352,Quarry Bay,https://www.28hse.com/en/buy/district-g8,Yick Cheong Building,https://www.28hse.com/en/buy/estate-5470,,,,,375.0,46.0,
610721,Wan Chai,https://www.28hse.com/en/buy/district-g4,Tonnochy Towers,https://www.28hse.com/en/buy/estate-841,,High level,open style,427.0,268.0,43.0,
597121,"Chai Wan, Shek O",https://www.28hse.com/en/buy/district-g12,Tsui Wan Estate,https://www.28hse.com/en/buy/estate-7382,,,,,200.0,,
464510,"Hung Hom,Whampoa",https://www.28hse.com/en/buy/district-g32,Wuhu Residence,https://www.28hse.com/en/buy/estate-5578,A,High level,open style,,245.0,5.0,
606541,"To Kwa Wan,Kowloon City, Kai Tak",https://www.28hse.com/en/buy/district-g25,The Zutten,https://www.28hse.com/en/buy/estate-8691,中層,Mid level,open style,,191.0,1.0,
606543,"Lai Chi Kok,Cheung Sha Wan,Mei Foo,Lai King",https://www.28hse.com/en/buy/district-g28,Residence 228,https://www.28hse.com/en/buy/estate-6398,,High level,1,445.0,324.0,6.0,
605553,"Hung Hom,Whampoa",https://www.28hse.com/en/buy/district-g32,Appartment,https://www.28hse.com/en/buy/estate-3115,,Mid level,2,,336.0,,
592995,"Tsim Sha Tsui,Jordan",https://www.28hse.com/en/buy/district-g31,Man Fai Building,https://www.28hse.com/en/buy/estate-5794,,Low level,3,,565.0,,
606549,"Kwun Tong,Ngau Tau Kok",https://www.28hse.com/en/buy/district-g22,Elly House,https://www.28hse.com/en/buy/estate-5506,,,2,,340.0,44.0,
606589,"Prince Edward,Mong Kok,Yau Ma Tei",https://www.28hse.com/en/buy/district-g30,Winfair Mansion,https://www.28hse.com/en/buy/estate-8380,,High level,2,400.0,263.0,24.0,
606593,"Prince Edward,Mong Kok,Yau Ma Tei",https://www.28hse.com/en/buy/district-g30,Tak Yue Mansion,https://www.28hse.com/en/buy/estate-8081,,High level,3,600.0,506.0,47.0,
606609,"Yau Tong,Lam Tin",https://www.28hse.com/en/buy/district-g21,Hong Pak Court,https://www.28hse.com/en/buy/estate-2010,,,,515.0,401.0,,
606629,"Tai Kok Tsui,Olympic,Kowloon Station",https://www.28hse.com/en/buy/district-g29,Cosmopolitan Estate,https://www.28hse.com/en/buy/estate-2555,,Mid level,2,,325.0,44.0,
606579,"Tai Kok Tsui,Olympic,Kowloon Station",https://www.28hse.com/en/buy/district-g29,The Cullinan,https://www.28hse.com/en/buy/estate-5090,,High level,2,,693.0,9.0,
600310,,,,,,Low level,,,510.0,,
606643,"Tsim Sha Tsui,Jordan",https://www.28hse.com/en/buy/district-g31,Jade Suites,https://www.28hse.com/en/buy/estate-6062,,,,,381.0,7.0,
606547,"Kwun Tong,Ngau Tau Kok",https://www.28hse.com/en/buy/district-g22,Fu Wah Court,https://www.28hse.com/en/buy/estate-2042,,,2,,490.0,40.0,
619043,"Kowloon Tong,Ho Man Tin,Yau Yat Tsuen",https://www.28hse.com/en/buy/district-g26,Dragon Court,https://www.28hse.com/en/buy/estate-2631,,,3,1100.0,746.0,51.0,
612532,,,,,D,High level,,320.0,224.0,7.0,
619051,"Kowloon Tong,Ho Man Tin,Yau Yat Tsuen",https://www.28hse.com/en/buy/district-g26,Dawn Garden,https://www.28hse.com/en/buy/estate-2293,,High level,3,,1270.0,43.0,
610711,Wan Chai,https://www.28hse.com/en/buy/district-g4,Caine Mansion,https://www.28hse.com/en/buy/estate-898,,,,652.0,505.0,46.0,
603311,"Lai Chi Kok,Cheung Sha Wan,Mei Foo,Lai King",https://www.28hse.com/en/buy/district-g28,Liberte,https://www.28hse.com/en/buy/estate-2510,2E,,,655.0,510.0,14.0,
480199,"Yau Tong,Lam Tin",https://www.28hse.com/en/buy/district-g21,Canaryside ,https://www.28hse.com/en/buy/estate-2015,,,,863.0,636.0,10.0,
606358,"Yau Tong,Lam Tin",https://www.28hse.com/en/buy/district-g21,Canaryside ,https://www.28hse.com/en/buy/estate-2015,,,,589.0,441.0,11.0,
594683,"To Kwa Wan,Kowloon City, Kai Tak",https://www.28hse.com/en/buy/district-g25,Apartment,https://www.28hse.com/en/buy/estate-8332,,Mid level,2,,452.0,53.0,
606365,"Tsim Sha Tsui,Jordan",https://www.28hse.com/en/buy/district-g31,Fortune Court,https://www.28hse.com/en/buy/estate-2931,,Low level,open style,,226.0,33.0,
602721,"Sham Shui Po,Shek Kip Mei",https://www.28hse.com/en/buy/district-g27,Apartment,https://www.28hse.com/en/buy/estate-2392,,High level,2,,376.0,,
606651,"Prince Edward,Mong Kok,Yau Ma Tei",https://www.28hse.com/en/buy/district-g30,Tak Hay Building,https://www.28hse.com/en/buy/estate-7504,,,,,298.0,,
540073,"Lai Chi Kok,Cheung Sha Wan,Mei Foo,Lai King",https://www.28hse.com/en/buy/district-g28,Po Wah Court(Po On Road),https://www.28hse.com/en/buy/estate-22242,,High level,1,,263.0,,
601530,"San Po Kong, Wong Tai Sin",https://www.28hse.com/en/buy/district-g33,Che Cheung Building,https://www.28hse.com/en/buy/estate-6194,,Mid level,2,,354.0,40.0,
602869,"To Kwa Wan,Kowloon City, Kai Tak",https://www.28hse.com/en/buy/district-g25,Carlton Court,https://www.28hse.com/en/buy/estate-8129,高層B室,High level,3,707.0,569.0,19.0,
577291,"Lai Chi Kok,Cheung Sha Wan,Mei Foo,Lai King",https://www.28hse.com/en/buy/district-g28,Hong Fai Building,https://www.28hse.com/en/buy/estate-2500,,Low level,2,,271.0,34.0,
606227,"Sham Shui Po,Shek Kip Mei",https://www.28hse.com/en/buy/district-g27,Apartment,https://www.28hse.com/en/buy/estate-2392,,High level,1,,251.0,,
595344,"Hung Hom,Whampoa",https://www.28hse.com/en/buy/district-g32,Hunghom Bay Centre,https://www.28hse.com/en/buy/estate-3054,C座4室,Low level,2,,411.0,39.0,
598397,"Prince Edward,Mong Kok,Yau Ma Tei",https://www.28hse.com/en/buy/district-g30,Rejoice Court,https://www.28hse.com/en/buy/estate-5379,,Mid level,2,566.0,391.0,17.0,
588281,"To Kwa Wan,Kowloon City, Kai Tak",https://www.28hse.com/en/buy/district-g25,Majestic Park,https://www.28hse.com/en/buy/estate-2321,,High level,3,970.0,773.0,20.0,
606294,"Prince Edward,Mong Kok,Yau Ma Tei",https://www.28hse.com/en/buy/district-g30,Tung Hing Building,https://www.28hse.com/en/buy/estate-2851,,Low level,2,,455.0,27.0,
519694,"Prince Edward,Mong Kok,Yau Ma Tei",https://www.28hse.com/en/buy/district-g30,Nathan Apartments,https://www.28hse.com/en/buy/estate-2853,"13/F,前座",High level,3,800.0,623.0,56.0,
606360,"Tai Kok Tsui,Olympic,Kowloon Station",https://www.28hse.com/en/buy/district-g29,Florient Rise,https://www.28hse.com/en/buy/estate-5007,,Mid level,2,606.0,448.0,9.0,
606298,"Prince Edward,Mong Kok,Yau Ma Tei",https://www.28hse.com/en/buy/district-g30,Shun Cheong Mansion,https://www.28hse.com/en/buy/estate-8362,,Low level,2,,440.0,36.0,
606304,"Tsim Sha Tsui,Jordan",https://www.28hse.com/en/buy/district-g31,Jade Suites,https://www.28hse.com/en/buy/estate-6062,,,open style,,381.0,6.0,
604884,"Lai Chi Kok,Cheung Sha Wan,Mei Foo,Lai King",https://www.28hse.com/en/buy/district-g28,Sunning Court,https://www.28hse.com/en/buy/estate-2495,,Low level,2,,339.0,38.0,
598982,"Hung Hom,Whampoa",https://www.28hse.com/en/buy/district-g32,Appartment,https://www.28hse.com/en/buy/estate-3115,,High level,2,,340.0,16.0,
591351,"Kowloon Tong,Ho Man Tin,Yau Yat Tsuen",https://www.28hse.com/en/buy/district-g26,Parc Palais ,https://www.28hse.com/en/buy/estate-2241,,,,2514.0,2000.0,14.0,
602705,"Prince Edward,Mong Kok,Yau Ma Tei",https://www.28hse.com/en/buy/district-g30,Prosperous Garden,https://www.28hse.com/en/buy/estate-2802,,,,,606.0,27.0,
599195,"San Po Kong, Wong Tai Sin",https://www.28hse.com/en/buy/district-g33,The Latitude,https://www.28hse.com/en/buy/estate-5089,,,2,691.0,533.0,8.0,
596353,"Prince Edward,Mong Kok,Yau Ma Tei",https://www.28hse.com/en/buy/district-g30,Hong Lok House,https://www.28hse.com/en/buy/estate-8393,,,2,,374.0,,
600663,"Lai Chi Kok,Cheung Sha Wan,Mei Foo,Lai King",https://www.28hse.com/en/buy/district-g28,The Pacifica,https://www.28hse.com/en/buy/estate-2450,,,,631.0,447.0,13.0,
600654,"Lai Chi Kok,Cheung Sha Wan,Mei Foo,Lai King",https://www.28hse.com/en/buy/district-g28,Banyan Garden,https://www.28hse.com/en/buy/estate-2451,,,,631.0,441.0,15.0,
606167,"Lai Chi Kok,Cheung Sha Wan,Mei Foo,Lai King",https://www.28hse.com/en/buy/district-g28,Banyan Garden,https://www.28hse.com/en/buy/estate-2451,5座,Mid level,2,736.0,539.0,14.0,
290179,"Hung Hom,Whampoa",https://www.28hse.com/en/buy/district-g32,Appartment,https://www.28hse.com/en/buy/estate-3115,,Mid level,2,,301.0,,
593952,"Prince Edward,Mong Kok,Yau Ma Tei",https://www.28hse.com/en/buy/district-g30,Chee Sing Building,https://www.28hse.com/en/buy/estate-6740,,Low level,open style,329.0,187.0,21.0,
595689,"Tai Kok Tsui,Olympic,Kowloon Station",https://www.28hse.com/en/buy/district-g29,Eltanin Square Mile,https://www.28hse.com/en/buy/estate-8670,,High level,1,238.0,203.0,1.0,
574916,"Kowloon Tong,Ho Man Tin,Yau Yat Tsuen",https://www.28hse.com/en/buy/district-g26,Parc Oasis,https://www.28hse.com/en/buy/estate-3090,,,,,580.0,23.0,
574902,"Kowloon Tong,Ho Man Tin,Yau Yat Tsuen",https://www.28hse.com/en/buy/district-g26,One Beacon Hill,https://www.28hse.com/en/buy/estate-2150,,High level,4,,2044.0,14.0,
473399,"Prince Edward,Mong Kok,Yau Ma Tei",https://www.28hse.com/en/buy/district-g30,Fair Wind Court,https://www.28hse.com/en/buy/estate-7602,,,2,526.0,417.0,36.0,
606209,"Prince Edward,Mong Kok,Yau Ma Tei",https://www.28hse.com/en/buy/district-g30,Paradise Square,https://www.28hse.com/en/buy/estate-2711,,Low level,2,593.0,423.0,15.0,
606214,"Prince Edward,Mong Kok,Yau Ma Tei",https://www.28hse.com/en/buy/district-g30,WinField Building,https://www.28hse.com/en/buy/estate-5713,,High level,open style,,194.0,34.0,
606326,"Tai Kok Tsui,Olympic,Kowloon Station",https://www.28hse.com/en/buy/district-g29,The Arch,https://www.28hse.com/en/buy/estate-2580,,Low level,3,,953.0,12.0,
610691,Causeway Bay,https://www.28hse.com/en/buy/district-g5,Dragon Rise,https://www.28hse.com/en/buy/estate-7736,,High level,,450.0,308.0,32.0,
43095,"To Kwa Wan,Kowloon City, Kai Tak",https://www.28hse.com/en/buy/district-g25,Apartment,https://www.28hse.com/en/buy/estate-2120,,Low level,2,,345.0,,
606331,"Tai Kok Tsui,Olympic,Kowloon Station",https://www.28hse.com/en/buy/district-g29,Bedford Mansion,https://www.28hse.com/en/buy/estate-5182,,Low level,2,,412.0,54.0,
565626,"Hung Hom,Whampoa",https://www.28hse.com/en/buy/district-g32,Appartment,https://www.28hse.com/en/buy/estate-3115,,Low level,open style,,201.0,,
606493,"San Po Kong, Wong Tai Sin",https://www.28hse.com/en/buy/district-g33,Chuk Yuen North Estate,https://www.28hse.com/en/buy/estate-2113,松園樓高層,,,631.0,489.0,,
606503,"Lai Chi Kok,Cheung Sha Wan,Mei Foo,Lai King",https://www.28hse.com/en/buy/district-g28,Heya Green,https://www.28hse.com/en/buy/estate-6798,1C,High level,4,1084.0,871.0,4.0,
606171,,,,,,,,,1619.0,,
619063,"Yau Tong,Lam Tin",https://www.28hse.com/en/buy/district-g21,Hong Yat Court,https://www.28hse.com/en/buy/estate-2040,,,,846.0,650.0,17.0,
579158,"Kowloon Tong,Ho Man Tin,Yau Yat Tsuen",https://www.28hse.com/en/buy/district-g26,One Beacon Hill,https://www.28hse.com/en/buy/estate-2150,,,,,1103.0,14.0,
606328,"Prince Edward,Mong Kok,Yau Ma Tei",https://www.28hse.com/en/buy/district-g30,Concord Building,https://www.28hse.com/en/buy/estate-2818,,Mid level,2,,314.0,34.0,
619076,"Kowloon Bay,Ngau Chi Wan",https://www.28hse.com/en/buy/district-g23,Telford Garden,https://www.28hse.com/en/buy/estate-2080,,Low level,2,642.0,494.0,36.0,
576001,"Lai Chi Kok,Cheung Sha Wan,Mei Foo,Lai King",https://www.28hse.com/en/buy/district-g28,One Madison,https://www.28hse.com/en/buy/estate-2515,B,Low level,1,399.0,246.0,10.0,
612688,"Lai Chi Kok,Cheung Sha Wan,Mei Foo,Lai King",https://www.28hse.com/en/buy/district-g28,Cheung Fai Building,https://www.28hse.com/en/buy/estate-2460,,High level,2,,236.0,34.0,
619081,"Hung Hom,Whampoa",https://www.28hse.com/en/buy/district-g32,Whampoa Estate,https://www.28hse.com/en/buy/estate-3056,,,,520.0,374.0,40.0,
606529,"Lai Chi Kok,Cheung Sha Wan,Mei Foo,Lai King",https://www.28hse.com/en/buy/district-g28,Wing Loong Building,https://www.28hse.com/en/buy/estate-2490,,Low level,2,,280.0,27.0,
617806,"Yau Tong,Lam Tin",https://www.28hse.com/en/buy/district-g21,Hong Wah Court,https://www.28hse.com/en/buy/estate-2011,,,,,346.0,,
619196,"Sham Shui Po,Shek Kip Mei",https://www.28hse.com/en/buy/district-g27,Welland Plaza,https://www.28hse.com/en/buy/estate-21697,,,3,,496.0,21.0,
619216,"To Kwa Wan,Kowloon City, Kai Tak",https://www.28hse.com/en/buy/district-g25,Appartment,https://www.28hse.com/en/buy/estate-8966,,High level,,,367.0,,
619217,"Prince Edward,Mong Kok,Yau Ma Tei",https://www.28hse.com/en/buy/district-g30,Paradise Square,https://www.28hse.com/en/buy/estate-2711,,High level,2,612.0,454.0,15.0,
619064,"Lai Chi Kok,Cheung Sha Wan,Mei Foo,Lai King",https://www.28hse.com/en/buy/district-g28,Tat Ming Building,https://www.28hse.com/en/buy/estate-6648,,,,,454.0,43.0,
617070,"To Kwa Wan,Kowloon City, Kai Tak",https://www.28hse.com/en/buy/district-g25,Sky Tower,https://www.28hse.com/en/buy/estate-3070,,,2,605.0,452.0,14.0,
562639,"Lai Chi Kok,Cheung Sha Wan,Mei Foo,Lai King",https://www.28hse.com/en/buy/district-g28,Merlin Centre,https://www.28hse.com/en/buy/estate-2453,,Low level,1,,280.0,32.0,
562643,"Sham Shui Po,Shek Kip Mei",https://www.28hse.com/en/buy/district-g27,Nam Cheong Centre,https://www.28hse.com/en/buy/estate-5262,,High level,2,,338.0,23.0,
563170,"Prince Edward,Mong Kok,Yau Ma Tei",https://www.28hse.com/en/buy/district-g30,Lee On Building,https://www.28hse.com/en/buy/estate-7815,,,,,539.0,,
562712,"Sham Shui Po,Shek Kip Mei",https://www.28hse.com/en/buy/district-g27,Fortune Building,https://www.28hse.com/en/buy/estate-6092,,Mid level,,,222.0,22.0,
563106,"Prince Edward,Mong Kok,Yau Ma Tei",https://www.28hse.com/en/buy/district-g30,Wai Fat Building,https://www.28hse.com/en/buy/estate-6272,,,,,295.0,38.0,
600989,"Tai Kok Tsui,Olympic,Kowloon Station",https://www.28hse.com/en/buy/district-g29,The Waterfront,https://www.28hse.com/en/buy/estate-2582,,High level,3,,943.0,18.0,
577294,"Lai Chi Kok,Cheung Sha Wan,Mei Foo,Lai King",https://www.28hse.com/en/buy/district-g28,Villa Carlton,https://www.28hse.com/en/buy/estate-2452,,Ground Floor,2,933.0,728.0,17.0,
605413,"Kowloon Tong,Ho Man Tin,Yau Yat Tsuen",https://www.28hse.com/en/buy/district-g26,Parc Oasis,https://www.28hse.com/en/buy/estate-3090,,,3,706.0,565.0,24.0,
606103,"Prince Edward,Mong Kok,Yau Ma Tei",https://www.28hse.com/en/buy/district-g30,Cheong Wang Mansion,https://www.28hse.com/en/buy/estate-5616,,Mid level,,,237.0,47.0,
598200,"Hung Hom,Whampoa",https://www.28hse.com/en/buy/district-g32,Appartment,https://www.28hse.com/en/buy/estate-3115,,High level,3,707.0,527.0,,
562620,"Kowloon Tong,Ho Man Tin,Yau Yat Tsuen",https://www.28hse.com/en/buy/district-g26,Fair Way Garden,https://www.28hse.com/en/buy/estate-2255,,Mid level,2,,352.0,34.0,
606097,"Prince Edward,Mong Kok,Yau Ma Tei",https://www.28hse.com/en/buy/district-g30,Cheung Hing Mansion,https://www.28hse.com/en/buy/estate-6701,,High level,,,302.0,47.0,
574351,"Hung Hom,Whampoa",https://www.28hse.com/en/buy/district-g32,Whampoa Garden,https://www.28hse.com/en/buy/estate-3060,,High level,2,,389.0,27.0,
601177,,,,,,High level,2,,430.0,,
561008,"Lai Chi Kok,Cheung Sha Wan,Mei Foo,Lai King",https://www.28hse.com/en/buy/district-g28,Po On Court,https://www.28hse.com/en/buy/estate-7997,,High level,2,,364.0,26.0,
562169,"Prince Edward,Mong Kok,Yau Ma Tei",https://www.28hse.com/en/buy/district-g30,Kam Mong Building,https://www.28hse.com/en/buy/estate-8016,,,2,,360.0,54.0,
562286,"Sham Shui Po,Shek Kip Mei",https://www.28hse.com/en/buy/district-g27,PAO FUNG MANSION,https://www.28hse.com/en/buy/estate-8955,中層,Mid level,2,,315.0,47.0,
562359,"Sham Shui Po,Shek Kip Mei",https://www.28hse.com/en/buy/district-g27,Merrylands,https://www.28hse.com/en/buy/estate-2393,,Mid level,2,,333.0,15.0,
562302,"Lai Chi Kok,Cheung Sha Wan,Mei Foo,Lai King",https://www.28hse.com/en/buy/district-g28,The Sparkle,https://www.28hse.com/en/buy/estate-2508,,Low level,2,,787.0,9.0,
562500,"Prince Edward,Mong Kok,Yau Ma Tei",https://www.28hse.com/en/buy/district-g30,Kam Mong Building,https://www.28hse.com/en/buy/estate-8016,,,3,,608.0,54.0,
606107,"Diamond Hill,Lok Fu",https://www.28hse.com/en/buy/district-g24,Ka Keung Court,https://www.28hse.com/en/buy/estate-2105,,,,501.0,407.0,18.0,
562512,"Prince Edward,Mong Kok,Yau Ma Tei",https://www.28hse.com/en/buy/district-g30,Wong Choy Mansion,https://www.28hse.com/en/buy/estate-7888,,,3,,530.0,55.0,
562518,"Tai Kok Tsui,Olympic,Kowloon Station",https://www.28hse.com/en/buy/district-g29,Kar Wun Court,https://www.28hse.com/en/buy/estate-7853,,,2,,352.0,23.0,
562595,"Prince Edward,Mong Kok,Yau Ma Tei",https://www.28hse.com/en/buy/district-g30,Tung Yu Building,https://www.28hse.com/en/buy/estate-8182,,,2,,303.0,37.0,
605805,"Yau Tong,Lam Tin",https://www.28hse.com/en/buy/district-g21,Hong Tin Court,https://www.28hse.com/en/buy/estate-2013,,,,469.0,400.0,,
591795,"Kwun Tong,Ngau Tau Kok",https://www.28hse.com/en/buy/district-g22,Yue Man Centre,https://www.28hse.com/en/buy/estate-2033,,Low level,2,642.0,541.0,,
605871,"Lai Chi Kok,Cheung Sha Wan,Mei Foo,Lai King",https://www.28hse.com/en/buy/district-g28,Hang Chun Court,https://www.28hse.com/en/buy/estate-2454,,Mid level,2,,407.0,17.0,
605900,"Lai Chi Kok,Cheung Sha Wan,Mei Foo,Lai King",https://www.28hse.com/en/buy/district-g28,High One,https://www.28hse.com/en/buy/estate-8531,,,,,316.0,,
562516,"Tai Kok Tsui,Olympic,Kowloon Station",https://www.28hse.com/en/buy/district-g29,Hoi Ming Court,https://www.28hse.com/en/buy/estate-6292,,,,,241.0,23.0,
605916,"Lai Chi Kok,Cheung Sha Wan,Mei Foo,Lai King",https://www.28hse.com/en/buy/district-g28,One New York,https://www.28hse.com/en/buy/estate-2507,,Mid level,,,235.0,10.0,
619221,"Sham Shui Po,Shek Kip Mei",https://www.28hse.com/en/buy/district-g27,Welland Plaza,https://www.28hse.com/en/buy/estate-21697,,,,,496.0,,
605935,"Tai Kok Tsui,Olympic,Kowloon Station",https://www.28hse.com/en/buy/district-g29,Florient Rise,https://www.28hse.com/en/buy/estate-5007,,High level,2,693.0,528.0,9.0,
590351,"To Kwa Wan,Kowloon City, Kai Tak",https://www.28hse.com/en/buy/district-g25,Appartment,https://www.28hse.com/en/buy/estate-8966,,,2,,290.0,,
562162,"Prince Edward,Mong Kok,Yau Ma Tei",https://www.28hse.com/en/buy/district-g30,Kam Mong Building,https://www.28hse.com/en/buy/estate-8016,,High level,,,488.0,54.0,
605936,"Tai Kok Tsui,Olympic,Kowloon Station",https://www.28hse.com/en/buy/district-g29,Apartment,https://www.28hse.com/en/buy/estate-2554,,,,,293.0,,
582625,"Prince Edward,Mong Kok,Yau Ma Tei",https://www.28hse.com/en/buy/district-g30,Tung Yu Building,https://www.28hse.com/en/buy/estate-8182,,Low level,2,431.0,302.0,39.0,
573059,"Prince Edward,Mong Kok,Yau Ma Tei",https://www.28hse.com/en/buy/district-g30,Yuen Fat Building,https://www.28hse.com/en/buy/estate-6547,,Low level,4,650.0,512.0,53.0,
573172,"Prince Edward,Mong Kok,Yau Ma Tei",https://www.28hse.com/en/buy/district-g30,Lee On Building,https://www.28hse.com/en/buy/estate-7815,,High level,3,718.0,539.0,58.0,
605907,"Tsim Sha Tsui,Jordan",https://www.28hse.com/en/buy/district-g31,Fortune Court,https://www.28hse.com/en/buy/estate-2931,,High level,2,,255.0,33.0,
584055,,,,,,Low level,2,411.0,329.0,49.0,
581603,"Prince Edward,Mong Kok,Yau Ma Tei",https://www.28hse.com/en/buy/district-g30,Tsui Yuen Mansion,https://www.28hse.com/en/buy/estate-2814,,Low level,3,710.0,614.0,54.0,
606346,"Tai Kok Tsui,Olympic,Kowloon Station",https://www.28hse.com/en/buy/district-g29,The Cullinan,https://www.28hse.com/en/buy/estate-5090,,Low level,4,,1075.0,9.0,
605767,"Hung Hom,Whampoa",https://www.28hse.com/en/buy/district-g32,Appartment,https://www.28hse.com/en/buy/estate-3115,,High level,2,520.0,336.0,,
603052,"Prince Edward,Mong Kok,Yau Ma Tei",https://www.28hse.com/en/buy/district-g30,On Cheung Building,https://www.28hse.com/en/buy/estate-5575,,High level,,,463.0,56.0,
586536,"Prince Edward,Mong Kok,Yau Ma Tei",https://www.28hse.com/en/buy/district-g30,Chak Fung House,https://www.28hse.com/en/buy/estate-6537,,Mid level,3,700.0,540.0,52.0,
601992,"Prince Edward,Mong Kok,Yau Ma Tei",https://www.28hse.com/en/buy/district-g30,Portland Building,https://www.28hse.com/en/buy/estate-2757,,High level,2,,229.0,33.0,
605496,"Diamond Hill,Lok Fu",https://www.28hse.com/en/buy/district-g24,Galaxia,https://www.28hse.com/en/buy/estate-2050,G,Low level,1,,214.0,20.0,
605498,"Yau Tong,Lam Tin",https://www.28hse.com/en/buy/district-g21,Yau Tong Centre,https://www.28hse.com/en/buy/estate-6258,,,,554.0,475.0,,
503495,"Prince Edward,Mong Kok,Yau Ma Tei",https://www.28hse.com/en/buy/district-g30,Good Hope Building,https://www.28hse.com/en/buy/estate-2748,,,,750.0,580.0,46.0,
605521,"Prince Edward,Mong Kok,Yau Ma Tei",https://www.28hse.com/en/buy/district-g30,Apartment,https://www.28hse.com/en/buy/estate-2600,,Low level,2,,228.0,45.0,
605605,"Hung Hom,Whampoa",https://www.28hse.com/en/buy/district-g32,Whampoa Estate,https://www.28hse.com/en/buy/estate-3056,,Mid level,3,,442.0,40.0,
603580,"Lai Chi Kok,Cheung Sha Wan,Mei Foo,Lai King",https://www.28hse.com/en/buy/district-g28,Fu Chau Building,https://www.28hse.com/en/buy/estate-6089,,High level,open style,,260.0,38.0,
605586,"To Kwa Wan,Kowloon City, Kai Tak",https://www.28hse.com/en/buy/district-g25,My Place,https://www.28hse.com/en/buy/estate-8590,,,,,259.0,2.0,
586051,"Tsim Sha Tsui,Jordan",https://www.28hse.com/en/buy/district-g31,Hong Kiu Mansion,https://www.28hse.com/en/buy/estate-5216,,,,,678.0,54.0,
605626,"Tsim Sha Tsui,Jordan",https://www.28hse.com/en/buy/district-g31,Yee Hing Court,https://www.28hse.com/en/buy/estate-2923,,,,,362.0,33.0,
605702,"Tsim Sha Tsui,Jordan",https://www.28hse.com/en/buy/district-g31,Man Ying Building,https://www.28hse.com/en/buy/estate-2824,,Low level,3,,665.0,54.0,
467001,"Hung Hom,Whampoa",https://www.28hse.com/en/buy/district-g32,Tai Tung Court,https://www.28hse.com/en/buy/estate-6467,3/F,,,,825.0,57.0,
605628,"Kwun Tong,Ngau Tau Kok",https://www.28hse.com/en/buy/district-g22,CONNIE TOWERS,https://www.28hse.com/en/buy/estate-2073,,,,,435.0,45.0,
605788,"Yau Tong,Lam Tin",https://www.28hse.com/en/buy/district-g21,Ko Chun Court,https://www.28hse.com/en/buy/estate-2012,,,,583.0,426.0,,
602666,"Hung Hom,Whampoa",https://www.28hse.com/en/buy/district-g32,Appartment,https://www.28hse.com/en/buy/estate-3115,,Mid level,2,,384.0,,
597291,"Lai Chi Kok,Cheung Sha Wan,Mei Foo,Lai King",https://www.28hse.com/en/buy/district-g28,One West Kowloon,https://www.28hse.com/en/buy/estate-7769,1座,Mid level,3,1158.0,864.0,4.0,
602668,"Hung Hom,Whampoa",https://www.28hse.com/en/buy/district-g32,Metro 6,https://www.28hse.com/en/buy/estate-8440,,Mid level,2,,410.0,2.0,
603207,"Lai Chi Kok,Cheung Sha Wan,Mei Foo,Lai King",https://www.28hse.com/en/buy/district-g28,One Madison,https://www.28hse.com/en/buy/estate-2515,,Low level,2,697.0,499.0,10.0,
590397,"Prince Edward,Mong Kok,Yau Ma Tei",https://www.28hse.com/en/buy/district-g30,Shanghai Building,https://www.28hse.com/en/buy/estate-5892,,High level,2,,380.0,44.0,
