Region,Region Link,Estate,Estate Link,ID,Status,Price,Price per feet(built-up),Price per feet(salesable area),Block and unit number,Floor,Room,Gross area(sq feet),Net floor area(sq feet),Management Fee,Property age(year),Address,Views #,Bookmarked #,Ads or renew date,Modified date,User last login,Expire date,Scrape Date
"Tai Po,Tai Wo",https://www.28hse.com/en/buy/district-g45,Mayfair By The Sea,https://www.28hse.com/en/buy/estate-8419,596429,For sale,HK$ 12.98M ,,"$15,772",,High level,3,,823 ,,3,No. 21 & 23 Fo Chun Road,435,0,43 days before,43 days before,3 days before,2018.08.27,07-12-2018
"ShaTin,Tai Wai,Fotan",https://www.28hse.com/en/buy/district-g44,City One Shatin,https://www.28hse.com/en/buy/estate-4080,612996,For sale,HK$ 5.98M ,"$14,585","$19,671",,,,410 ,304 ,,31,NO.4 TAK LEE STREET,225,0,19 days before,19 days before,5 hours before,2018.09.21,07-12-2018
"ShaTin,Tai Wai,Fotan",https://www.28hse.com/en/buy/district-g44,Pictorial Garden,https://www.28hse.com/en/buy/estate-4085,596387,For sale,HK$ 9.68M ,,"$11,524",二期,,3,,840 ,,25,NOS.19-25 ON KING STREET,935,0,44 days before,42 days before,10 days before,2018.08.27,07-12-2018
"Yuen Long,Tin Shui Wai",https://www.28hse.com/en/buy/district-g47,Village,https://www.28hse.com/en/buy/estate-4357,596393,For sale,HK$ 5.70M ,"$4,071","$8,143",,High level,3,"1,400 ",700 ,,,--,1635,0,44 days before,38 days before,24 hours before,2018.08.27,07-12-2018
"ShaTin,Tai Wai,Fotan",https://www.28hse.com/en/buy/district-g44,King Tin Court,https://www.28hse.com/en/buy/estate-4121,594434,For sale,HK$ 6.20M ,,"$13,870",,,,,447 ,,35,NO. 12 CHUI TIN STREET,626,0,47 days before,31 days before,9 hours before,2018.08.24,07-12-2018
"ShaTin,Tai Wai,Fotan",https://www.28hse.com/en/buy/district-g44,Carado Garden,https://www.28hse.com/en/buy/estate-4096,596386,For sale,HK$ 6.00M ,,"$10,152",,High level,2,,591 ,,29,NOS.20-30 TIN SAM STREET,560,0,44 days before,36 days before,9 hours before,2018.08.27,07-12-2018
"Fan Ling,Sheung Shui",https://www.28hse.com/en/buy/district-g46,Woodland Crest,https://www.28hse.com/en/buy/estate-4211,567575,For sale,HK$ 9.60M ,"$9,005","$10,191",,Mid level,3,"1,066 ",942 ,,22,33 TIN PING ROAD,870,0,2 months before,2 months before,13 days before,2018.07.15,07-12-2018
"Yuen Long,Tin Shui Wai",https://www.28hse.com/en/buy/district-g47,One Regent Place,https://www.28hse.com/en/buy/estate-6310,567106,For sale For rent,HK$ 21.80M ,"$12,111","$15,139",,High level,4,"1,800 ","1,440 ",,6,NO.18 PO YIP STREET,1290,0,2 months before,44 days before,13 days before,2018.07.14,07-12-2018
"ShaTin,Tai Wai,Fotan",https://www.28hse.com/en/buy/district-g44,Godi,https://www.28hse.com/en/buy/estate-6891,596299,For sale,HK$ 56.80M ,,"$24,078",,,,,"2,359 ",,,沙田嶺路8號,295,0,44 days before,44 days before,6 days before,2018.08.27,07-12-2018
"Fan Ling,Sheung Shui",https://www.28hse.com/en/buy/district-g46,Fanling Centre,https://www.28hse.com/en/buy/estate-4172,584707,For sale,HK$ 6.68M ,"$10,151","$13,021",,High level,3,658 ,513 ,,27,NO.33 SAN WAN ROAD,560,0,62 days before,62 days before,13 days before,2018.08.09,07-12-2018
Tseung Kwan O,https://www.28hse.com/en/buy/district-g42,Tseung Kwan O Plaza,https://www.28hse.com/en/buy/estate-4002,570123,For sale,HK$ 7.18M ,"$11,451","$15,084",,Mid level,2,627 ,476 ,,15,1 TONG TAK STREET,1891,0,2 months before,44 days before,10 hours before,2018.07.19,07-12-2018
Tseung Kwan O,https://www.28hse.com/en/buy/district-g42,The Parkside,https://www.28hse.com/en/buy/estate-8533,529434,For sale,HK$ 6.75M ,,"$16,833",,,1,,401 ,,2,No.18 Tong Chun Street,1347,0,44 days before,44 days before,10 hours before,2018.08.27,07-12-2018
Tseung Kwan O,https://www.28hse.com/en/buy/district-g42,Park Central,https://www.28hse.com/en/buy/estate-4007,589717,For sale,HK$ 8.30M ,"$13,452","$17,849",1,Low level,2,617 ,465 ,,16,9 TONG TAK STREET,440,0,55 days before,9 days before,9 days before,2018.08.16,07-12-2018
"Fan Ling,Sheung Shui",https://www.28hse.com/en/buy/district-g46,Village,https://www.28hse.com/en/buy/estate-4196,586885,For sale,HK$ 5.20M ,"$7,429",,,High level,3,700 ,,,2000,坪輋坪輋路,885,0,59 days before,28 days before,1 days before,2018.08.12,07-12-2018
"ShaTin,Tai Wai,Fotan",https://www.28hse.com/en/buy/district-g44,Festival City,https://www.28hse.com/en/buy/estate-5547,596338,For sale,HK$ 14.18M ,"$14,848","$19,694",,Low level,3,955 ,720 ,,8,NO.1 MEI TIN ROAD,275,0,44 days before,32 days before,1 days before,2018.08.27,07-12-2018
"Fan Ling,Sheung Shui",https://www.28hse.com/en/buy/district-g46,Green Code,https://www.28hse.com/en/buy/estate-7925,596355,For sale,HK$ 6.60M ,,"$12,992",,High level,2,,508 ,,4,No.1 Ma Sik Road,470,0,44 days before,44 days before,13 days before,2018.08.27,07-12-2018
"ShaTin,Tai Wai,Fotan",https://www.28hse.com/en/buy/district-g44,Sui Wo Court,https://www.28hse.com/en/buy/estate-4093,596296,For sale,HK$ 6.70M ,"$9,531","$10,859",,,,703 ,617 ,,38,NO.10 SUI WO ROAD,750,0,44 days before,7 days before,6 days before,2018.08.27,07-12-2018
"Yuen Long,Tin Shui Wai",https://www.28hse.com/en/buy/district-g47,Village,https://www.28hse.com/en/buy/estate-4357,595893,For sale,HK$ 6.80M ,"$4,857","$4,857",,High level,3,"1,400 ","1,400 ",$ 650,,WANG CHAU,1660,1,44 days before,5 days before,12 days before,2018.08.27,07-12-2018
Tseung Kwan O,https://www.28hse.com/en/buy/district-g42,East Point,https://www.28hse.com/en/buy/estate-4009,567512,For sale,HK$ 7.80M ,"$13,022","$16,738",,,,599 ,466 ,,21,8 CHUNG WA ROAD,561,0,2 months before,44 days before,1 days before,2018.07.15,07-12-2018
Tsing Yi,https://www.28hse.com/en/buy/district-g51,Tierra Verde,https://www.28hse.com/en/buy/estate-4650,585219,For sale For rent,HK$ 9.80M ,,"$18,738",,,,,523 ,,,NO.33 TSING KING ROAD TSING YI,951,0,61 days before,43 days before,2 days before,2018.08.09,07-12-2018
"Prince Edward,Mong Kok,Yau Ma Tei",https://www.28hse.com/en/buy/district-g30,Concord Building,https://www.28hse.com/en/buy/estate-2818,604400,For sale,HK$ 5.85M ,,"$18,871",,,,,310 ,,34,NO.102 SOY STREET,360,0,32 days before,32 days before,3 days before,2018.09.08,07-12-2018
Tuen Mun,https://www.28hse.com/en/buy/district-g48,Tai Hing Gardens,https://www.28hse.com/en/buy/estate-4412,591453,For sale,HK$ 4.88M ,"$8,370","$10,917",,,2,583 ,447 ,,23,NO.11 TSUN WEN ROAD,270,0,52 days before,44 days before,2 days before,2018.08.19,07-12-2018
Tseung Kwan O,https://www.28hse.com/en/buy/district-g42,Beverly Garden,https://www.28hse.com/en/buy/estate-4022,596251,For sale,HK$ 7.28M ,,"$12,297",,Low level,3,,592 ,,20,1 TONG MING STREET,625,0,44 days before,44 days before,12 days before,2018.08.27,07-12-2018
"Yuen Long,Tin Shui Wai",https://www.28hse.com/en/buy/district-g47,Uptown,https://www.28hse.com/en/buy/estate-6210,592257,For sale,HK$ 7.45M ,"$7,450","$9,764",,,,"1,000 ",763 ,,5,600 CASTLE PEAK ROAD,355,0,50 days before,44 days before,2 days before,2018.08.21,07-12-2018
Tuen Mun,https://www.28hse.com/en/buy/district-g48,Greenland Garden,https://www.28hse.com/en/buy/estate-4431,589905,For sale,HK$ 6.28M ,"$8,124","$10,432",,Mid level,3,773 ,602 ,,28,NO.15 SHEK PAI TAU ROAD,315,0,54 days before,44 days before,2 days before,2018.08.17,07-12-2018
Ma On Shan,https://www.28hse.com/en/buy/district-g43,Marbella ,https://www.28hse.com/en/buy/estate-4053,596268,For sale,HK$ 7.00M ,"$10,160","$13,592",,,2,689 ,515 ,,17,NO.23 ON CHUN STREET,415,0,44 days before,,10 days before,2018.08.27,07-12-2018
"Tsuen Wan,Tai Wo Hau",https://www.28hse.com/en/buy/district-g49,Tsuen Wan Centre,https://www.28hse.com/en/buy/estate-4571,578729,For sale,HK$ 4.58M ,"$11,089","$14,136",,Mid level,1,413 ,324 ,,38,NO.102 TSUEN KING CIRCUIT,430,0,2 months before,51 days before,4 hours before,2018.07.31,07-12-2018
"ShaTin,Tai Wai,Fotan",https://www.28hse.com/en/buy/district-g44,Evergreen Garden,https://www.28hse.com/en/buy/estate-6863,497915,For sale,HK$ 39.80M ,"$12,402","$24,720",,,4,"3,209 ","1,610 ",,,12-50 Ma Lok Path,1450,0,2 months before,2 months before,15 days before,2018.08.01,07-12-2018
"Fan Ling,Sheung Shui",https://www.28hse.com/en/buy/district-g46,Dawning Views,https://www.28hse.com/en/buy/estate-4170,596059,For sale,HK$ 5.30M ,"$9,029","$12,412",,High level,2,587 ,427 ,,19,NO.23 YAT MING ROAD,805,0,44 days before,21 days before,1 days before,2018.08.27,07-12-2018
"ShaTin,Tai Wai,Fotan",https://www.28hse.com/en/buy/district-g44,King Tin Court,https://www.28hse.com/en/buy/estate-4121,596071,For sale,HK$ 6.00M ,"$10,273","$12,422",,,,584 ,483 ,,35,NO. 12 CHUI TIN STREET,375,0,44 days before,44 days before,9 days before,2018.08.27,07-12-2018
"ShaTin,Tai Wai,Fotan",https://www.28hse.com/en/buy/district-g44,Dragons Range,https://www.28hse.com/en/buy/estate-8527,596385,For sale,HK$ 16.00M ,,"$16,789",,,3,,953 ,,2,No.33 Lai Ping Road,331,0,44 days before,42 days before,3 days before,2018.08.27,07-12-2018
Tsing Yi,https://www.28hse.com/en/buy/district-g51,Tierra Verde,https://www.28hse.com/en/buy/estate-4650,539730,,HK$ 9.70M ,"$14,787","$18,371",3座極高層,High level,2,656 ,528 ,$ 1580,19,NO.33 TSING KING ROAD TSING YI,1255,0,44 days before,44 days before,13 days before,2018.08.30,07-12-2018
"Yuen Long,Tin Shui Wai",https://www.28hse.com/en/buy/district-g47,Domus,https://www.28hse.com/en/buy/estate-8586,596124,For sale,HK$ 4.60M ,,"$13,529",地下連花園,Ground Floor,open style,,340 ,$ 900,3,"No. 65, 67A, 67B, 69B, 71A, 71B, 73A, 73B, 75A, 75B, 77A, 77B, 79A-79F, 81, 83A-83G, 85A-85D, 87A-87E and 89 Tan Kwai Tsuen Road",1030,0,44 days before,16 days before,10 days before,2018.08.27,07-12-2018
"ShaTin,Tai Wai,Fotan",https://www.28hse.com/en/buy/district-g44,Manlai Court,https://www.28hse.com/en/buy/estate-4108,596128,For sale,HK$ 8.99M ,"$12,215","$14,113",,,3,736 ,637 ,,25,NOS.43-49 MAN LAI ROAD,470,0,44 days before,,24 hours before,2018.08.27,07-12-2018
Tseung Kwan O,https://www.28hse.com/en/buy/district-g42,Well On Garden,https://www.28hse.com/en/buy/estate-4013,596129,For sale,HK$ 7.58M ,"$9,595","$13,114",,,,790 ,578 ,,24,NO. 9 YUK NGA LANE,320,0,44 days before,37 days before,3 days before,2018.08.27,07-12-2018
"Fan Ling,Sheung Shui",https://www.28hse.com/en/buy/district-g46,Grand Regentville,https://www.28hse.com/en/buy/estate-4176,596133,For sale,HK$ 5.80M ,"$9,294","$13,810",,High level,2,624 ,420 ,,15,9 WO MUN STREET,545,0,44 days before,44 days before,13 days before,2018.08.27,07-12-2018
,,,,596264,For sale,HK$ 6.00M ,"$8,403","$10,929",1座H室,Mid level,3,714 ,549 ,,26,--,260,0,44 days before,,1 days before,2018.08.27,07-12-2018
"Yuen Long,Tin Shui Wai",https://www.28hse.com/en/buy/district-g47,Village,https://www.28hse.com/en/buy/estate-4357,486856,For sale,HK$ 6.90M ,"$9,857","$10,615",,Ground Floor,3,700 ,650 ,,,--,1585,1,12 days before,12 days before,2 hours before,2018.09.28,07-12-2018
Tseung Kwan O,https://www.28hse.com/en/buy/district-g42,The Wings,https://www.28hse.com/en/buy/estate-6558,591748,For sale,HK$ 16.80M ,"$15,924","$20,314",,Mid level,,"1,055 ",827 ,,4,No.9 Tong Yin Street,340,0,51 days before,44 days before,1 days before,2018.08.20,07-12-2018
Tseung Kwan O,https://www.28hse.com/en/buy/district-g42,Ocean Shores,https://www.28hse.com/en/buy/estate-4003,594907,For sale,HK$ 13.00M ,"$14,790","$20,344",,Mid level,3,879 ,639 ,,16,88 O KING ROAD,435,0,46 days before,44 days before,1 days before,2018.08.25,07-12-2018
Tseung Kwan O,https://www.28hse.com/en/buy/district-g42,Lohas Park,https://www.28hse.com/en/buy/estate-4064,591789,For sale,HK$ 13.50M ,"$10,401","$13,860",,High level,4,"1,298 ",974 ,,7,NO. 1 LOHAS PARK ROAD,310,0,51 days before,44 days before,1 days before,2018.08.20,07-12-2018
Tseung Kwan O,https://www.28hse.com/en/buy/district-g42,The Wings,https://www.28hse.com/en/buy/estate-6558,591769,For sale,HK$ 12.00M ,,"$18,377",,Low level,3,,653 ,,2,No.9 Tong Yin Street,470,0,51 days before,42 days before,1 days before,2018.08.20,07-12-2018
"Yuen Long,Tin Shui Wai",https://www.28hse.com/en/buy/district-g47,Kingswood Villas,https://www.28hse.com/en/buy/estate-4390,548931,For sale,HK$ 5.20M ,"$9,075","$11,581",,High level,2,573 ,449 ,,21,NO.1 TIN WU ROAD,670,0,44 days before,44 days before,2 days before,2018.08.27,07-12-2018
Tseung Kwan O,https://www.28hse.com/en/buy/district-g42,The Wings,https://www.28hse.com/en/buy/estate-6558,596012,For sale,HK$ 9.88M ,,"$18,128",1座,Mid level,2,,545 ,,,No.9 Tong Yin Street,326,0,44 days before,3 days before,3 days before,2018.08.27,07-12-2018
"Yuen Long,Tin Shui Wai",https://www.28hse.com/en/buy/district-g47,Village,https://www.28hse.com/en/buy/estate-4357,596014,For sale,HK$ 14.68M ,"$6,990","$7,340",,,3,"2,100 ","2,000 ",,,--,540,0,44 days before,,1 days before,2018.08.27,07-12-2018
Tuen Mun,https://www.28hse.com/en/buy/district-g48,Village,https://www.28hse.com/en/buy/estate-4477,596022,For sale,HK$ 4.38M ,"$6,257","$6,738",,Mid level,3,700 ,650 ,,,--,660,0,44 days before,,1 days before,2018.08.27,07-12-2018
"Tai Po,Tai Wo",https://www.28hse.com/en/buy/district-g45,Ming Nga Court,https://www.28hse.com/en/buy/estate-4153,604686,For sale,HK$ 5.30M ,"$9,925","$13,452",,Low level,2,534 ,394 ,,33,NO.7 ON PO LANE,675,0,18 days before,12 days before,6 days before,2018.10.22,07-12-2018
Tuen Mun,https://www.28hse.com/en/buy/district-g48,Tai Hing Gardens,https://www.28hse.com/en/buy/estate-4412,582230,For sale,HK$ 4.75M ,"$7,825","$10,237",,,,607 ,464 ,,29,NO.11 TSUN WEN ROAD,385,0,2 months before,2 months before,18 hours before,2018.08.06,07-12-2018
Tuen Mun,https://www.28hse.com/en/buy/district-g48,Oceania Heights,https://www.28hse.com/en/buy/estate-4425,582229,For sale,HK$ 5.78M ,"$9,367","$12,648",,,,617 ,457 ,,14,HOI CHU ROAD,465,0,2 months before,2 months before,18 hours before,2018.08.06,07-12-2018
"Yuen Long,Tin Shui Wai",https://www.28hse.com/en/buy/district-g47,One Hyde Park,https://www.28hse.com/en/buy/estate-5096,583753,For sale,HK$ 14.88M ,"$7,099","$10,806",,,,"2,096 ","1,377 ",,9,NO.328 KUNG UM ROAD,935,0,63 days before,29 days before,18 hours before,2018.08.08,07-12-2018
"Yuen Long,Tin Shui Wai",https://www.28hse.com/en/buy/district-g47,Village,https://www.28hse.com/en/buy/estate-4357,579842,For sale,HK$ 6.30M ,"$9,000",,,,3,700 ,,,,"MA TIN TSUEN 272A-G,280-309",535,0,2 months before,44 days before,7 days before,2018.08.02,07-12-2018
"Tsuen Wan,Tai Wo Hau",https://www.28hse.com/en/buy/district-g49,Chelsea Court,https://www.28hse.com/en/buy/estate-4570,595908,For sale,HK$ 9.80M ,,"$17,690",北爵D單位,High level,3,,554 ,,12,NO.100 YEUNG UK ROAD,295,0,44 days before,,21 days before,2018.08.27,07-12-2018
Tuen Mun,https://www.28hse.com/en/buy/district-g48,Chi Lok Fa Yuen,https://www.28hse.com/en/buy/estate-4442,585618,For sale,HK$ 4.90M ,"$7,281","$8,390",,,3,673 ,584 ,,37,NO.18 TSING HOI CIRCUIT,836,2,61 days before,33 days before,8 days before,2018.08.10,07-12-2018
Tuen Mun,https://www.28hse.com/en/buy/district-g48,Wah Lok Mansion,https://www.28hse.com/en/buy/estate-4461,584499,For sale,HK$ 3.90M ,"$9,398","$12,188",,,2,415 ,320 ,,37,NO.2 TSING SHAN SQUARE,1565,0,62 days before,25 days before,8 days before,2018.08.09,07-12-2018
Tuen Mun,https://www.28hse.com/en/buy/district-g48,Kam Wah Garden,https://www.28hse.com/en/buy/estate-4465,574212,For sale,HK$ 4.60M ,"$9,524","$13,031",,,2,483 ,353 ,,31,NO.1 TUEN LUNG STREET,536,0,2 months before,30 days before,8 days before,2018.07.25,07-12-2018
Tuen Mun,https://www.28hse.com/en/buy/district-g48,Tuen Mun Town Plaza,https://www.28hse.com/en/buy/estate-4433,574193,For sale,HK$ 4.50M ,"$10,417","$13,846",,,1,432 ,325 ,,31,NO.1 TUEN SHUN STREET,455,0,2 months before,31 days before,8 days before,2018.07.25,07-12-2018
"Yuen Long,Tin Shui Wai",https://www.28hse.com/en/buy/district-g47,Ho Shun Lee Building,https://www.28hse.com/en/buy/estate-4285,585788,For sale,HK$ 4.28M ,,"$14,558",,,,,294 ,,34,NO.9 FUNG YAU STREET SOUTH,460,0,60 days before,49 days before,18 hours before,2018.08.11,07-12-2018
Sham Tseng,https://www.28hse.com/en/buy/district-g56,Bellagio,https://www.28hse.com/en/buy/estate-4540,575250,For sale,HK$ 6.48M ,"$9,205","$12,366",,Low level,2,704 ,524 ,$ 900,15,33 CASTLE PEAK ROAD SHAM TSENG,775,0,2 months before,44 days before,12 days before,2018.07.26,07-12-2018
"Tsuen Wan,Tai Wo Hau",https://www.28hse.com/en/buy/district-g49,Allway Gardens,https://www.28hse.com/en/buy/estate-4575,590103,For sale,HK$ 6.60M ,"$13,200","$17,886",,,2,500 ,369 ,,,NO.102 TSUEN KING CIRCUIT,840,0,54 days before,44 days before,1 days before,2018.08.17,07-12-2018
Tuen Mun,https://www.28hse.com/en/buy/district-g48,Napa Valley,https://www.28hse.com/en/buy/estate-4438,583754,For sale,HK$ 5.88M ,"$9,102","$11,713",,,,646 ,502 ,,16,NO.18 TUEN FU ROAD,1025,0,63 days before,63 days before,18 hours before,2018.08.08,07-12-2018
Tsing Yi,https://www.28hse.com/en/buy/district-g51,Greenfield Garden,https://www.28hse.com/en/buy/estate-4656,593379,For sale,HK$ 5.70M ,"$11,924","$15,489",,High level,2,478 ,368 ,,,No.1 Fung Shue Wo Road,460,0,48 days before,48 days before,6 hours before,2018.08.23,07-12-2018
Tuen Mun,https://www.28hse.com/en/buy/district-g48,Affluence Garden,https://www.28hse.com/en/buy/estate-4440,584632,For sale,HK$ 4.45M ,"$9,213","$10,277",,Mid level,2,483 ,433 ,,28,NO.33 TSING CHUNG KOON ROAD,550,0,62 days before,44 days before,2 days before,2018.08.09,07-12-2018
Tsing Yi,https://www.28hse.com/en/buy/district-g51,Villa Esplanada,https://www.28hse.com/en/buy/estate-4651,578446,For sale,HK$ 15.80M ,"$15,019","$18,588",,,3,"1,052 ",850 ,,,NO.8 NGA YING CHAU STREET TSING YI,365,0,2 months before,62 days before,6 hours before,2018.07.31,07-12-2018
"Yuen Long,Tin Shui Wai",https://www.28hse.com/en/buy/district-g47,Tung Yik Building,https://www.28hse.com/en/buy/estate-4292,568271,For sale,HK$ 4.09M ,"$8,872","$12,319",高層,High level,2,461 ,332 ,,34,NO.8 YU KING SQUARE,710,0,2 months before,44 days before,7 days before,2018.07.16,07-12-2018
Tsing Yi,https://www.28hse.com/en/buy/district-g51,Mayfair Gardens,https://www.28hse.com/en/buy/estate-4655,593382,For sale,HK$ 5.20M ,"$12,149","$15,854",,,2,428 ,328 ,,36,NO.2-16 SAI SHAN ROAD,375,0,48 days before,48 days before,6 hours before,2018.08.23,07-12-2018
"ShaTin,Tai Wai,Fotan",https://www.28hse.com/en/buy/district-g44,Greenwood Garden,https://www.28hse.com/en/buy/estate-4117,595809,For sale,HK$ 4.78M ,,"$22,233",,Mid level,1,,215 ,,35,NOS.7-11 SHA KOK STREET,566,0,44 days before,2 days before,12 days before,2018.08.26,07-12-2018
Tsing Yi,https://www.28hse.com/en/buy/district-g51,Grand Horizon,https://www.28hse.com/en/buy/estate-4653,594903,For sale,HK$ 6.80M ,"$11,074","$14,624",,High level,2,614 ,465 ,,18,NO.11 CHEUNG WAN STREET,460,0,45 days before,46 days before,6 hours before,2018.08.26,07-12-2018
"Tsuen Wan,Tai Wo Hau",https://www.28hse.com/en/buy/district-g49,Greenview Court,https://www.28hse.com/en/buy/estate-4601,595708,,HK$ 6.48M ,"$11,889","$13,585",低層有海,,,545 ,477 ,,36,NOS.5 644-654 CASTLE PEAK ROAD,450,0,45 days before,4 days before,2 hours before,2018.08.26,07-12-2018
"Tsuen Wan,Tai Wo Hau",https://www.28hse.com/en/buy/district-g49,Tsuen Fung Centre,https://www.28hse.com/en/buy/estate-4602,595973,For sale,HK$ 6.00M ,"$13,423","$17,857",B,High level,2,447 ,336 ,,31,138-168 SAI LAU KOK ROAD,425,0,44 days before,17 days before,17 days before,2018.08.27,07-12-2018
Tuen Mun,https://www.28hse.com/en/buy/district-g48,Village,https://www.28hse.com/en/buy/estate-4477,595716,For sale,HK$ 12.80M ,,"$6,095",,,5 + ,,"2,100 ",,,--,430,0,45 days before,45 days before,1 days before,2018.08.26,07-12-2018
Tseung Kwan O,https://www.28hse.com/en/buy/district-g42,Metro City,https://www.28hse.com/en/buy/estate-4000,595722,For sale,HK$ 6.25M ,"$12,255","$17,170",,Low level,2,510 ,364 ,,21,WAN HANG ROAD,425,0,45 days before,18 days before,10 days before,2018.08.26,07-12-2018
"ShaTin,Tai Wai,Fotan",https://www.28hse.com/en/buy/district-g44,The Riverpark,https://www.28hse.com/en/buy/estate-7541,595728,For sale,HK$ 16.00M ,"$14,692","$19,370",,,3,"1,089 ",826 ,,5,NO.8 CHE KUNG MIU ROAD,245,0,45 days before,15 days before,2 hours before,2018.08.26,07-12-2018
"Tsuen Wan,Tai Wo Hau",https://www.28hse.com/en/buy/district-g49,Serenade Cove,https://www.28hse.com/en/buy/estate-4592,595731,For sale,HK$ 8.00M ,,"$13,115",,,,,610 ,,,NO.623 CASTLE PEAK ROAD TSUEN WAN,545,0,45 days before,,1 days before,2018.08.26,07-12-2018
"ShaTin,Tai Wai,Fotan",https://www.28hse.com/en/buy/district-g44,Castello,https://www.28hse.com/en/buy/estate-4083,595736,For sale,HK$ 14.00M ,"$12,785","$16,037",,,,"1,095 ",873 ,,19,NO. 69 SIU LEK YUEN ROAD,230,0,45 days before,,1 days before,2018.08.26,07-12-2018
"ShaTin,Tai Wai,Fotan",https://www.28hse.com/en/buy/district-g44,Kwong Yuen Estate,https://www.28hse.com/en/buy/estate-5193,595737,For sale,HK$ 4.80M ,"$8,219","$10,835",,High level,2,584 ,443 ,,,小瀝源Siu Lek Yuen Rd 68號,355,1,45 days before,10 days before,12 days before,2018.08.26,07-12-2018
"Tsuen Wan,Tai Wo Hau",https://www.28hse.com/en/buy/district-g49,Tsuen Wan Centre,https://www.28hse.com/en/buy/estate-4571,589989,For sale,HK$ 5.20M ,"$9,904","$12,322",,,2,525 ,422 ,,,NO.102 TSUEN KING CIRCUIT,335,0,54 days before,45 days before,1 days before,2018.08.17,07-12-2018
"Fan Ling,Sheung Shui",https://www.28hse.com/en/buy/district-g46,Mount One,https://www.28hse.com/en/buy/estate-8370,595808,For sale,HK$ 40.80M ,,"$23,314",,,,,"1,750 ",,4,No.39 Luen Hing Street,440,0,44 days before,2 days before,1 days before,2018.08.26,07-12-2018
"Tai Po,Tai Wo",https://www.28hse.com/en/buy/district-g45,Village,https://www.28hse.com/en/buy/estate-4154,529998,For sale,HK$ 8.28M ,"$5,914",,,,4,"1,400 ",,,,--,1467,1,45 days before,45 days before,11 days before,2018.08.26,07-12-2018
Tseung Kwan O,https://www.28hse.com/en/buy/district-g42,Metro City,https://www.28hse.com/en/buy/estate-4000,595516,For sale,HK$ 6.58M ,"$12,752","$18,127",,Low level,2,516 ,363 ,,18,WAN HANG ROAD,315,0,45 days before,33 days before,6 days before,2018.08.26,07-12-2018
Tseung Kwan O,https://www.28hse.com/en/buy/district-g42,Lohas Park,https://www.28hse.com/en/buy/estate-4064,595597,For sale,HK$ 13.28M ,"$10,215","$13,607",1,Mid level,4,"1,300 ",976 ,,9,NO. 1 LOHAS PARK ROAD,300,0,45 days before,,9 days before,2018.08.26,07-12-2018
Tseung Kwan O,https://www.28hse.com/en/buy/district-g42,Lohas Park,https://www.28hse.com/en/buy/estate-4064,595603,For sale,HK$ 10.80M ,,"$14,267",2,Low level,3,,757 ,,2,NO. 1 LOHAS PARK ROAD,245,0,45 days before,,9 days before,2018.08.26,07-12-2018
Tsing Yi,https://www.28hse.com/en/buy/district-g51,Ching Wah Court,https://www.28hse.com/en/buy/estate-4664,568557,For sale,HK$ 4.90M ,"$10,745","$14,540",,High level,2,456 ,337 ,,31,NO.22 TSING CHIN STREET,590,0,2 months before,48 days before,6 hours before,2018.07.17,07-12-2018
"ShaTin,Tai Wai,Fotan",https://www.28hse.com/en/buy/district-g44,Greenwood Terrace,https://www.28hse.com/en/buy/estate-6308,595627,For sale,HK$ 16.50M ,"$12,132","$14,436",,,,"1,360 ","1,143 ",,,NOS.26-28 SUI WO ROAD,230,0,45 days before,43 days before,1 days before,2018.08.26,07-12-2018
"ShaTin,Tai Wai,Fotan",https://www.28hse.com/en/buy/district-g44,Belair Gardens,https://www.28hse.com/en/buy/estate-4088,591239,For sale,HK$ 8.28M ,"$8,364","$11,421",,,3,990 ,725 ,,,NO.52 TAI CHUNG KIU ROAD,666,0,52 days before,45 days before,5 days before,2018.08.19,07-12-2018
"Fan Ling,Sheung Shui",https://www.28hse.com/en/buy/district-g46,SheungShui Town Center,https://www.28hse.com/en/buy/estate-4212,595649,For sale,HK$ 5.30M ,"$9,888","$13,184",,,2,536 ,402 ,,,NO.9 CHI CHEONG ROAD,315,0,45 days before,45 days before,2 days before,2018.08.26,07-12-2018
"ShaTin,Tai Wai,Fotan",https://www.28hse.com/en/buy/district-g44,The Palazzo,https://www.28hse.com/en/buy/estate-4207,595636,For sale,HK$ 9.55M ,"$13,319","$17,207",,,,717 ,555 ,,9,NO.28 LOK KING STREET,260,0,45 days before,45 days before,4 days before,2018.08.26,07-12-2018
Tseung Kwan O,https://www.28hse.com/en/buy/district-g42,The Pinnacle,https://www.28hse.com/en/buy/estate-4024,595662,For sale,HK$ 8.08M ,"$9,782","$12,242",4座低層F,High level,3,826 ,660 ,$ 1300,20,8 WAN HANG ROAD,540,0,45 days before,24 days before,4 hours before,2018.08.26,07-12-2018
Tsing Yi,https://www.28hse.com/en/buy/district-g51,Greenfield Garden,https://www.28hse.com/en/buy/estate-4656,595675,For sale,HK$ 5.45M ,"$11,402","$14,810",,Low level,1,478 ,368 ,,28,No.1 Fung Shue Wo Road,385,0,45 days before,24 days before,5 days before,2018.08.26,07-12-2018
Ma On Shan,https://www.28hse.com/en/buy/district-g43,Wu Kai Sha New Village,https://www.28hse.com/en/buy/estate-6924,595676,For sale,HK$ 6.00M ,,"$13,333",,,,,450 ,,,烏溪沙村,685,0,45 days before,45 days before,6 days before,2018.08.26,07-12-2018
