Region,Region Link,Estate,Estate Link,ID,Status,Price,Price per feet(built-up),Price per feet(salesable area),Block and unit number,Floor,Room,Gross area(sq feet),Net floor area(sq feet),Management Fee,Property age(year),Address,Views #,Bookmarked #,Ads or renew date,Modified date,User last login,Expire date,Scrape Date
"Prince Edward,Mong Kok,Yau Ma Tei",https://www.28hse.com/en/buy/district-g30,Hung Cheung Building,https://www.28hse.com/en/buy/estate-5977,616060,For sale,HK$ 5.88M ,,"$18,261",,High level,2,,322 ,,32,,166,0,9 days before,,5 days before,2018.09.25,07-07-2018
"Hung Hom,Whampoa",https://www.28hse.com/en/buy/district-g32,Appartment,https://www.28hse.com/en/buy/estate-3115,616069,For sale,HK$ 6.00M ,,"$17,857",,High level,1,,336 ,,,,185,0,9 days before,9 days before,2 days before,2018.09.25,07-07-2018
"Kwun Tong,Ngau Tau Kok",https://www.28hse.com/en/buy/district-g22,Yue Man Centre,https://www.28hse.com/en/buy/estate-2033,616055,For sale,HK$ 7.48M ,,"$12,743",,,3,,587 ,,,,265,0,9 days before,9 days before,2 days before,2018.09.25,07-07-2018
"Hung Hom,Whampoa",https://www.28hse.com/en/buy/district-g32,La Lumiere,https://www.28hse.com/en/buy/estate-8567,603806,For sale,HK$ 8.50M ,,"$20,238",,High level,,,420 ,,2,,245,0,27 days before,9 days before,3 days before,2018.09.07,07-07-2018
"Prince Edward,Mong Kok,Yau Ma Tei",https://www.28hse.com/en/buy/district-g30,Apartment,https://www.28hse.com/en/buy/estate-2713,616175,For sale,HK$ 7.68M ,"$12,209","$17,181",,High level,2,629 ,447 ,,,,120,0,9 days before,8 days before,2 days before,2018.09.26,07-07-2018
"Tai Kok Tsui,Olympic,Kowloon Station",https://www.28hse.com/en/buy/district-g29,Eltanin Square Mile,https://www.28hse.com/en/buy/estate-8670,596219,For sale,HK$ 4.95M ,,"$25,648",,,open style,,193 ,,1,,370,0,39 days before,39 days before,8 minutes before,2018.08.27,07-07-2018
"Prince Edward,Mong Kok,Yau Ma Tei",https://www.28hse.com/en/buy/district-g30,The Coronation,https://www.28hse.com/en/buy/estate-6768,481112,For sale,HK$ 9.20M ,,"$23,000",,Mid level,1,,400 ,,5,,631,0,6 days before,6 days before,6 days before,2018.09.29,07-07-2018
"Tai Kok Tsui,Olympic,Kowloon Station",https://www.28hse.com/en/buy/district-g29,Apartment,https://www.28hse.com/en/buy/estate-2554,615871,For sale,HK$ 6.10M ,"$8,714","$11,011",,High level,3,700 ,554 ,,,,290,0,10 days before,10 days before,7 days before,2018.09.25,07-07-2018
"Prince Edward,Mong Kok,Yau Ma Tei",https://www.28hse.com/en/buy/district-g30,Tsui Yuen Mansion,https://www.28hse.com/en/buy/estate-2814,615904,For sale,HK$ 6.98M ,,"$11,368",,Low level,2,,614 ,,54,,210,0,10 days before,10 days before,2 hours before,2018.09.25,07-07-2018
"Tsim Sha Tsui,Jordan",https://www.28hse.com/en/buy/district-g31,Creative Mansion,https://www.28hse.com/en/buy/estate-3024,610283,For sale,HK$ 6.80M ,,"$13,737",,High level,,,495 ,,46,,190,0,18 days before,10 days before,4 days before,2018.09.17,07-07-2018
"Yau Tong,Lam Tin",https://www.28hse.com/en/buy/district-g21,Laguna City,https://www.28hse.com/en/buy/estate-2000,615913,For sale,HK$ 7.38M ,"$11,549","$14,275",,Low level,2,639 ,517 ,,,,370,0,10 days before,10 days before,7 days before,2018.09.25,07-07-2018
,,,,509818,For sale,HK$ 6.80M ,,"$13,793",紀德樓/CREATIVE MANSION,High level,2,,493 ,,,,2358,0,30 days before,9 days before,8 days before,2018.09.30,07-07-2018
"Tsim Sha Tsui,Jordan",https://www.28hse.com/en/buy/district-g31,Observatory Mansion,https://www.28hse.com/en/buy/estate-3034,615922,For sale,HK$ 6.98M ,,"$21,813",,,2,,320 ,,33,,335,0,10 days before,10 days before,5 days before,2018.09.25,07-07-2018
"To Kwa Wan,Kowloon City, Kai Tak",https://www.28hse.com/en/buy/district-g25,Carlton Court,https://www.28hse.com/en/buy/estate-8129,615933,For sale,HK$ 8.79M ,,"$16,679",,Mid level,3,,527 ,,18,,180,0,10 days before,10 days before,4 days before,2018.09.25,07-07-2018
"Prince Edward,Mong Kok,Yau Ma Tei",https://www.28hse.com/en/buy/district-g30,Hentiff Building,https://www.28hse.com/en/buy/estate-8111,605912,For sale,HK$ 4.48M ,,"$17,778",,,1,,252 ,,26,,270,0,24 days before,,7 days before,2018.09.10,07-07-2018
"Lai Chi Kok,Cheung Sha Wan,Mei Foo,Lai King",https://www.28hse.com/en/buy/district-g28,Yee King Court,https://www.28hse.com/en/buy/estate-6463,615839,For sale,HK$ 5.28M ,,"$18,020",,High level,1,,293 ,,20,,205,0,10 days before,10 days before,23 hours before,2018.09.25,07-07-2018
"Hung Hom,Whampoa",https://www.28hse.com/en/buy/district-g32,Whampoa Garden,https://www.28hse.com/en/buy/estate-3060,612577,For sale,HK$ 7.80M ,"$13,978","$16,738",,Low level,2,558 ,466 ,,27,,295,0,15 days before,15 days before,2 days before,2018.09.20,07-07-2018
"Tai Kok Tsui,Olympic,Kowloon Station",https://www.28hse.com/en/buy/district-g29,Apartment,https://www.28hse.com/en/buy/estate-2554,609708,For sale,HK$ 4.30M ,"$8,269","$9,451",,High level,3,520 ,455 ,,,,877,0,19 days before,18 days before,7 days before,2018.09.16,07-07-2018
"Tai Kok Tsui,Olympic,Kowloon Station",https://www.28hse.com/en/buy/district-g29,Apartment,https://www.28hse.com/en/buy/estate-2554,609473,For sale,HK$ 5.78M ,"$8,257","$10,625",,Mid level,3,700 ,544 ,,,,461,0,19 days before,19 days before,7 days before,2018.09.16,07-07-2018
"Tsim Sha Tsui,Jordan",https://www.28hse.com/en/buy/district-g31,Apartment,https://www.28hse.com/en/buy/estate-2953,548817,For sale,HK$ 4.70M ,,"$16,786",,High level,1,,280 ,,,,1072,0,10 days before,10 days before,12 days before,2018.09.25,07-07-2018
"Hung Hom,Whampoa",https://www.28hse.com/en/buy/district-g32,Appartment,https://www.28hse.com/en/buy/estate-3115,381662,For sale,HK$ 4.78M ,"$13,464","$17,704",,High level,2,355 ,270 ,,,,6248,1,9 months before,20 days before,8 days before,2018.09.10,07-07-2018
"Prince Edward,Mong Kok,Yau Ma Tei",https://www.28hse.com/en/buy/district-g30,Cheong Fai Mansion,https://www.28hse.com/en/buy/estate-5371,615772,For sale,HK$ 3.13M ,"$8,943","$14,834",,High level,1,350 ,211 ,,49,,405,0,10 days before,,2 hours before,2018.09.25,07-07-2018
"Hung Hom,Whampoa",https://www.28hse.com/en/buy/district-g32,Hunghom Bay Centre,https://www.28hse.com/en/buy/estate-3054,610499,For sale,HK$ 7.18M ,,"$17,177",,,,,418 ,,39,,175,0,17 days before,17 days before,2 days before,2018.09.17,07-07-2018
"Hung Hom,Whampoa",https://www.28hse.com/en/buy/district-g32,Whampoa Garden,https://www.28hse.com/en/buy/estate-3060,615794,For sale,HK$ 9.08M ,"$15,209","$17,874",7座,Mid level,2,597 ,508 ,,27,,195,0,10 days before,,4 days before,2018.09.25,07-07-2018
"Prince Edward,Mong Kok,Yau Ma Tei",https://www.28hse.com/en/buy/district-g30,Kam Mong Building,https://www.28hse.com/en/buy/estate-8016,615796,For sale,HK$ 6.28M ,"$9,235","$12,869",,High level,2,680 ,488 ,,54,,170,0,10 days before,8 days before,2 hours before,2018.09.25,07-07-2018
"Tai Kok Tsui,Olympic,Kowloon Station",https://www.28hse.com/en/buy/district-g29,Cosmopolitan Estate,https://www.28hse.com/en/buy/estate-2555,615822,For sale,HK$ 4.30M ,"$14,333","$14,931",,High level,,300 ,288 ,,42,,258,0,10 days before,,15 days before,2018.09.25,07-07-2018
"Kwun Tong,Ngau Tau Kok",https://www.28hse.com/en/buy/district-g22,Mai Hing Building,https://www.28hse.com/en/buy/estate-8445,615827,For sale,HK$ 3.45M ,,"$10,299",,High level,2,,335 ,,53,,557,0,10 days before,1 days before,2 days before,2018.09.25,07-07-2018
"Sham Shui Po,Shek Kip Mei",https://www.28hse.com/en/buy/district-g27,Apartment,https://www.28hse.com/en/buy/estate-2392,614889,For sale,HK$ 4.76M ,,"$16,414",,High level,,,290 ,,26,,160,0,11 days before,11 days before,3 days before,2018.09.24,07-07-2018
"Sham Shui Po,Shek Kip Mei",https://www.28hse.com/en/buy/district-g27,Chinese Mansion,https://www.28hse.com/en/buy/estate-5356,616255,For sale,HK$ 5.69M ,,"$8,223",,Mid level,,,692 ,,59,,185,0,9 days before,9 days before,1 hours before,2018.09.26,07-07-2018
"Lai Chi Kok,Cheung Sha Wan,Mei Foo,Lai King",https://www.28hse.com/en/buy/district-g28,Wing Ning Building,https://www.28hse.com/en/buy/estate-2489,615654,For sale,HK$ 4.10M ,,"$18,304",,High level,open style,,224 ,,33,,240,0,10 days before,,1 hours before,2018.09.25,07-07-2018
"Tai Kok Tsui,Olympic,Kowloon Station",https://www.28hse.com/en/buy/district-g29,Apartment,https://www.28hse.com/en/buy/estate-2554,566503,For sale,HK$ 4.28M ,,"$17,833",,High level,2,,240 ,,,,881,0,2 months before,10 days before,1 days before,2018.07.13,07-07-2018
"Hung Hom,Whampoa",https://www.28hse.com/en/buy/district-g32,Appartment,https://www.28hse.com/en/buy/estate-3115,598003,For sale,HK$ 5.58M ,,"$13,610",,High level,2,,410 ,$ 700,53,,615,0,36 days before,10 days before,8 hours before,2018.08.30,07-07-2018
"San Po Kong, Wong Tai Sin",https://www.28hse.com/en/buy/district-g33,San Po Kong Mansion,https://www.28hse.com/en/buy/estate-2069,590303,For sale,HK$ 5.20M ,,"$14,054",,High level,2,,370 ,$ 600,51,,780,0,48 days before,5 hours before,5 days before,2018.08.17,07-07-2018
"Kowloon Tong,Ho Man Tin,Yau Yat Tsuen",https://www.28hse.com/en/buy/district-g26,Alice Court,https://www.28hse.com/en/buy/estate-2162,582845,For sale,HK$ 15.98M ,,"$20,566",,Mid level,3,,777 ,,47,,860,0,59 days before,59 days before,3 days before,2018.08.06,07-07-2018
"Kowloon Tong,Ho Man Tin,Yau Yat Tsuen",https://www.28hse.com/en/buy/district-g26,Celestial Height,https://www.28hse.com/en/buy/estate-2343,579764,For sale,HK$ 26.80M ,,"$20,600",,High level,,,"1,301 ",,8,,465,0,2 months before,2 months before,3 days before,2018.08.02,07-07-2018
"Kowloon Tong,Ho Man Tin,Yau Yat Tsuen",https://www.28hse.com/en/buy/district-g26,One Mayfair,https://www.28hse.com/en/buy/estate-6541,584276,For sale,HK$ 49.98M ,"$25,963","$33,342",,,3,"1,925 ","1,499 ",,,,455,0,58 days before,58 days before,3 days before,2018.08.08,07-07-2018
"Tai Kok Tsui,Olympic,Kowloon Station",https://www.28hse.com/en/buy/district-g29,The Cullinan,https://www.28hse.com/en/buy/estate-5090,592924,For sale For rent,HK$ 85.00M ,"$41,062","$58,259",,High level,4,"2,070 ","1,459 ",,9,,626,0,44 days before,44 days before,3 days before,2018.08.22,07-07-2018
"Prince Edward,Mong Kok,Yau Ma Tei",https://www.28hse.com/en/buy/district-g30,CITE 33,https://www.28hse.com/en/buy/estate-5217,581386,For sale,HK$ 8.40M ,"$12,034","$17,108",,Mid level,2,698 ,491 ,,10,,756,0,61 days before,61 days before,1 days before,2018.08.04,07-07-2018
"Hung Hom,Whampoa",https://www.28hse.com/en/buy/district-g32,Kui Ga Court,https://www.28hse.com/en/buy/estate-6630,615669,For sale,HK$ 4.95M ,"$10,645","$14,688",,Low level,2,465 ,337 ,$ 900,21,,425,0,10 days before,,8 hours before,2018.09.25,07-07-2018
"Kwun Tong,Ngau Tau Kok",https://www.28hse.com/en/buy/district-g22,Apartment,https://www.28hse.com/en/buy/estate-8171,605326,For sale,HK$ 4.60M ,,"$17,037",,Mid level,,,270 ,,,,466,0,25 days before,10 days before,1 days before,2018.09.10,07-07-2018
"Lai Chi Kok,Cheung Sha Wan,Mei Foo,Lai King",https://www.28hse.com/en/buy/district-g28,Mei Foo Sun Chuen,https://www.28hse.com/en/buy/estate-2520,597137,For sale,HK$ 6.98M ,,"$14,695",,,,,475 ,,50,,1486,1,37 days before,21 days before,8 days before,2018.08.29,07-07-2018
"San Po Kong, Wong Tai Sin",https://www.28hse.com/en/buy/district-g33,Baily Court,https://www.28hse.com/en/buy/estate-2106,620161,For sale,HK$ 5.50M ,"$10,476","$17,799",,High level,2,525 ,309 ,,17,,70,0,10 days before,1 hours before,,2018.09.25,07-07-2018
"San Po Kong, Wong Tai Sin",https://www.28hse.com/en/buy/district-g33,Lower Wong Tai Sin Estate,https://www.28hse.com/en/buy/estate-5012,620164,For sale,HK$ 3.00M ,"$5,639","$7,958",,High level,,532 ,377 ,,,,90,0,10 days before,1 hours before,,2018.09.25,07-07-2018
"Sham Shui Po,Shek Kip Mei",https://www.28hse.com/en/buy/district-g27,On Sheung Building,https://www.28hse.com/en/buy/estate-2401,575700,For sale,HK$ 3.88M ,,"$13,662",,High level,,,284 ,,39,,835,0,2 months before,2 months before,1 hours before,2018.07.26,07-07-2018
"To Kwa Wan,Kowloon City, Kai Tak",https://www.28hse.com/en/buy/district-g25,Appartment,https://www.28hse.com/en/buy/estate-8966,615588,For sale,HK$ 4.68M ,"$13,765","$17,080",,Low level,2,340 ,274 ,$ 650,44,,645,0,10 days before,,8 hours before,2018.09.25,07-07-2018
"Prince Edward,Mong Kok,Yau Ma Tei",https://www.28hse.com/en/buy/district-g30,Hentiff Building,https://www.28hse.com/en/buy/estate-8111,615657,For sale,HK$ 4.88M ,,"$19,598",,High level,open style,,249 ,,25,,190,0,10 days before,,1 hours before,2018.09.25,07-07-2018
"Sham Shui Po,Shek Kip Mei",https://www.28hse.com/en/buy/district-g27,Chinese Mansion,https://www.28hse.com/en/buy/estate-5356,544628,,HK$ 0.98M ,,"$7,000",,,,,140 ,,,,5237,0,10 days before,8 days before,1 days before,2018.09.25,07-07-2018
"Kowloon Tong,Ho Man Tin,Yau Yat Tsuen",https://www.28hse.com/en/buy/district-g26,The Astrid,https://www.28hse.com/en/buy/estate-2603,577456,For sale,HK$ 53.58M ,,"$29,279",,High level,4,,"1,830 ",,23,,525,0,2 months before,2 months before,3 days before,2018.07.29,07-07-2018
,,,,615631,For sale,HK$ 15.00M ,"$10,345","$12,965",二座,Mid level,4,"1,450 ","1,157 ",$ 1200,28,,335,0,10 days before,9 days before,9 days before,2018.09.25,07-07-2018
"San Po Kong, Wong Tai Sin",https://www.28hse.com/en/buy/district-g33,Chuk Yuen North Estate,https://www.28hse.com/en/buy/estate-2113,520465,For sale,HK$ 3.28M ,"$5,198","$6,708",,,2,631 ,489 ,,,,3233,0,62 days before,3 days before,8 days before,2018.08.03,07-07-2018
"Tai Kok Tsui,Olympic,Kowloon Station",https://www.28hse.com/en/buy/district-g29,Hampton Place,https://www.28hse.com/en/buy/estate-2563,570492,For sale,HK$ 8.50M ,"$13,428","$17,895",,Mid level,2,633 ,475 ,,15,,637,0,2 months before,10 days before,7 days before,2018.07.19,07-07-2018
"Hung Hom,Whampoa",https://www.28hse.com/en/buy/district-g32,Appartment,https://www.28hse.com/en/buy/estate-3115,339616,For sale,HK$ 4.60M ,"$13,529","$20,814",,Mid level,open style,340 ,221 ,,,,2607,0,10 days before,10 days before,8 days before,2018.09.24,07-07-2018
"Prince Edward,Mong Kok,Yau Ma Tei",https://www.28hse.com/en/buy/district-g30,Arts Mansion,https://www.28hse.com/en/buy/estate-2830,615912,For sale,HK$ 6.20M ,"$11,946","$16,940",,High level,2,519 ,366 ,,32,,60,0,10 days before,10 days before,1 days before,2018.09.25,07-07-2018
"Prince Edward,Mong Kok,Yau Ma Tei",https://www.28hse.com/en/buy/district-g30,CITE 33,https://www.28hse.com/en/buy/estate-5217,615387,For sale,HK$ 9.30M ,,"$18,941",,Mid level,2,,491 ,,9,,245,0,10 days before,,6 days before,2018.09.24,07-07-2018
"Tai Kok Tsui,Olympic,Kowloon Station",https://www.28hse.com/en/buy/district-g29,Imperial Cullinan,https://www.28hse.com/en/buy/estate-6207,446267,For sale,HK$ 19.80M ,,"$29,730",,High level,2,,666 ,,5,,1565,0,9 days before,9 days before,2 days before,2018.09.25,07-07-2018
"Hung Hom,Whampoa",https://www.28hse.com/en/buy/district-g32,Whampoa Garden,https://www.28hse.com/en/buy/estate-3060,605043,For sale,HK$ 8.45M ,"$15,143","$18,133",,High level,2,558 ,466 ,,27,,735,0,26 days before,9 days before,3 days before,2018.09.09,07-07-2018
"Tai Kok Tsui,Olympic,Kowloon Station",https://www.28hse.com/en/buy/district-g29,Metro Harbour View,https://www.28hse.com/en/buy/estate-2564,596686,For sale,HK$ 6.88M ,"$13,650","$20,000",,,,504 ,344 ,,15,,410,0,38 days before,10 days before,18 hours before,2018.08.28,07-07-2018
"Prince Edward,Mong Kok,Yau Ma Tei",https://www.28hse.com/en/buy/district-g30,Hung Cheung Building,https://www.28hse.com/en/buy/estate-5977,615416,For sale,HK$ 5.88M ,"$12,073","$18,261",,High level,2,487 ,322 ,,32,,175,0,10 days before,10 days before,22 hours before,2018.09.24,07-07-2018
"Sham Shui Po,Shek Kip Mei",https://www.28hse.com/en/buy/district-g27,Fung Lin Court,https://www.28hse.com/en/buy/estate-8604,615417,For sale,HK$ 3.38M ,,"$15,943",,Low level,2,,212 ,,36,,565,0,10 days before,,1 hours before,2018.09.24,07-07-2018
"Prince Edward,Mong Kok,Yau Ma Tei",https://www.28hse.com/en/buy/district-g30,Wah Tak Building,https://www.28hse.com/en/buy/estate-2850,615413,For sale,HK$ 2.99M ,"$8,820","$12,407",,,1,339 ,241 ,,54,,950,1,10 days before,10 days before,2 hours before,2018.09.24,07-07-2018
"Kwun Tong,Ngau Tau Kok",https://www.28hse.com/en/buy/district-g22,Lok Nga Court,https://www.28hse.com/en/buy/estate-2090,615388,For sale,HK$ 5.35M ,"$10,229","$12,413",A,Low level,2,523 ,431 ,,34,,290,0,10 days before,10 days before,3 days before,2018.09.24,07-07-2018
"Kowloon Tong,Ho Man Tin,Yau Yat Tsuen",https://www.28hse.com/en/buy/district-g26,La Salle Place,https://www.28hse.com/en/buy/estate-6289,615131,For sale,HK$ 220.00M ,"$37,859","$42,810",,,,"5,811 ","5,139 ",,21,,306,0,11 days before,,2 days before,2018.09.24,07-07-2018
"Tai Kok Tsui,Olympic,Kowloon Station",https://www.28hse.com/en/buy/district-g29,Metro Harbour View,https://www.28hse.com/en/buy/estate-2564,612991,For sale,HK$ 12.98M ,,"$21,349",,,,,608 ,,15,,120,0,14 days before,14 days before,18 hours before,2018.09.21,07-07-2018
"Hung Hom,Whampoa",https://www.28hse.com/en/buy/district-g32,Appartment,https://www.28hse.com/en/buy/estate-3115,615613,For sale,HK$ 5.69M ,"$13,140","$16,304",,Mid level,2,433 ,349 ,,,,235,0,10 days before,10 days before,1 days before,2018.09.25,07-07-2018
"Prince Edward,Mong Kok,Yau Ma Tei",https://www.28hse.com/en/buy/district-g30,Edward Mansion,https://www.28hse.com/en/buy/estate-2725,615200,For sale,HK$ 6.50M ,,"$11,733",,High level,2,,554 ,,48,,190,0,11 days before,11 days before,2 hours before,2018.09.24,07-07-2018
"Kowloon Bay,Ngau Chi Wan",https://www.28hse.com/en/buy/district-g23,Choi Ha Estate,https://www.28hse.com/en/buy/estate-2086,615252,For sale,HK$ 3.20M ,,"$7,223",,Low level,2,,443 ,,,,550,0,11 days before,11 days before,2 days before,2018.09.24,07-07-2018
"Lai Chi Kok,Cheung Sha Wan,Mei Foo,Lai King",https://www.28hse.com/en/buy/district-g28,Hin Fai Building,https://www.28hse.com/en/buy/estate-8696,615227,For sale,HK$ 3.58M ,,"$17,048",,High level,1,,210 ,,38,,476,0,11 days before,11 days before,1 hours before,2018.09.24,07-07-2018
"Kowloon Tong,Ho Man Tin,Yau Yat Tsuen",https://www.28hse.com/en/buy/district-g26,Beverly Villa,https://www.28hse.com/en/buy/estate-2152,615263,For sale,HK$ 23.00M ,,"$20,777",c,,,,"1,107 ",,38,,165,0,11 days before,11 days before,4 days before,2018.09.24,07-07-2018
"Kowloon Tong,Ho Man Tin,Yau Yat Tsuen",https://www.28hse.com/en/buy/district-g26,Meridian Hill,https://www.28hse.com/en/buy/estate-5577,615285,For sale,HK$ 40.00M ,"$18,966","$26,667",3座及底層,Low level,4,"2,109 ","1,500 ",,7,,145,0,11 days before,11 days before,2 days before,2018.09.24,07-07-2018
"San Po Kong, Wong Tai Sin",https://www.28hse.com/en/buy/district-g33,San Po Kong Plaza,https://www.28hse.com/en/buy/estate-2065,527974,For sale,HK$ 6.78M ,"$11,318","$15,134",,,2,599 ,448 ,,22,,1457,0,61 days before,3 days before,8 days before,2018.08.05,07-07-2018
"San Po Kong, Wong Tai Sin",https://www.28hse.com/en/buy/district-g33,Tung Tau (I) Estate,https://www.28hse.com/en/buy/estate-6057,615296,For sale,HK$ 4.70M ,"$8,159","$10,609",,Mid level,2,576 ,443 ,,,,320,0,11 days before,10 days before,8 days before,2018.09.24,07-07-2018
"San Po Kong, Wong Tai Sin",https://www.28hse.com/en/buy/district-g33,Shung Ling Building,https://www.28hse.com/en/buy/estate-2097,594619,For sale,HK$ 5.58M ,,"$13,846",,,1,,403 ,,46,,545,0,41 days before,3 days before,8 days before,2018.08.24,07-07-2018
"Tsim Sha Tsui,Jordan",https://www.28hse.com/en/buy/district-g31,Fortune Terrace,https://www.28hse.com/en/buy/estate-2901,615329,For sale,HK$ 7.80M ,,"$16,561",A座,,,,471 ,,40,,305,0,10 days before,10 days before,7 days before,2018.09.24,07-07-2018
"Tai Kok Tsui,Olympic,Kowloon Station",https://www.28hse.com/en/buy/district-g29,Shining Heights,https://www.28hse.com/en/buy/estate-2585,615330,For sale For rent,HK$ 23.90M ,"$14,753","$20,445",,High level,3,"1,620 ","1,169 ",,9,,266,0,10 days before,10 days before,10 days before,2018.09.24,07-07-2018
"Kowloon Bay,Ngau Chi Wan",https://www.28hse.com/en/buy/district-g23,Tak Bo Garden,https://www.28hse.com/en/buy/estate-2083,615336,For sale,HK$ 5.40M ,,"$19,149",A,High level,2,,282 ,,34,,295,0,10 days before,8 days before,3 days before,2018.09.24,07-07-2018
"Kowloon Tong,Ho Man Tin,Yau Yat Tsuen",https://www.28hse.com/en/buy/district-g26,One Victory,https://www.28hse.com/en/buy/estate-5948,582147,For sale,HK$ 4.70M ,"$13,428","$20,796",,High level,open style,350 ,226 ,,7,,2057,0,60 days before,8 days before,22 hours before,2018.08.05,07-07-2018
