Region,Region Link,Estate,Estate Link,ID,Status,Price,Price per feet(built-up),Price per feet(salesable area),Block and unit number,Floor,Room,Gross area(sq feet),Net floor area(sq feet),Management Fee,Property age(year),Address,Views #,Bookmarked #,Ads or renew date,Modified date,User last login,Expire date,Scrape Date
"Prince Edward,Mong Kok,Yau Ma Tei",https://www.28hse.com/en/buy/district-g30,Edward Mansion,https://www.28hse.com/en/buy/estate-2725,535319,For sale,HK$ 8.08M ,,"$11,332",,,,,713 ,,48,,446,0,9 days before,9 days before,1 days before,2018.09.26,07-07-2018
"To Kwa Wan,Kowloon City, Kai Tak",https://www.28hse.com/en/buy/district-g25,Apartment,https://www.28hse.com/en/buy/estate-8332,616850,For sale,HK$ 3.50M ,,"$17,073",,Low level,open style,,205 ,,24,,670,0,8 days before,6 days before,8 days before,2018.09.26,07-07-2018
"Tai Kok Tsui,Olympic,Kowloon Station",https://www.28hse.com/en/buy/district-g29,Metro Harbour View,https://www.28hse.com/en/buy/estate-2564,616466,For sale,HK$ 6.80M ,,"$19,597",,,,,347 ,,15,,201,0,9 days before,9 days before,21 hours before,2018.09.26,07-07-2018
"Prince Edward,Mong Kok,Yau Ma Tei",https://www.28hse.com/en/buy/district-g30,Arts Mansion,https://www.28hse.com/en/buy/estate-2830,616474,For sale,HK$ 6.10M ,,"$16,667",,High level,2,,366 ,,32,,120,0,9 days before,9 days before,5 days before,2018.09.26,07-07-2018
"Kowloon Bay,Ngau Chi Wan",https://www.28hse.com/en/buy/district-g23,Tak Bo Garden,https://www.28hse.com/en/buy/estate-2083,613142,For sale,HK$ 5.40M ,"$13,670","$19,149",A,High level,open style,395 ,282 ,,34,,285,0,14 days before,14 days before,3 days before,2018.09.21,07-07-2018
"Tai Kok Tsui,Olympic,Kowloon Station",https://www.28hse.com/en/buy/district-g29,Metro Harbour View,https://www.28hse.com/en/buy/estate-2564,616503,For sale,HK$ 12.99M ,,"$21,365",,,,,608 ,,15,,160,0,9 days before,,21 hours before,2018.09.26,07-07-2018
,,,,603613,For sale,HK$ 4.98M ,,"$16,169",,High level,2,,308 ,,27,,250,0,28 days before,7 days before,6 days before,2018.09.07,07-07-2018
"Hung Hom,Whampoa",https://www.28hse.com/en/buy/district-g32,La Lumiere,https://www.28hse.com/en/buy/estate-8567,601260,For sale,HK$ 8.70M ,,"$20,233",,High level,2,,430 ,,2,,180,0,31 days before,31 days before,2 days before,2018.09.04,07-07-2018
"Prince Edward,Mong Kok,Yau Ma Tei",https://www.28hse.com/en/buy/district-g30,Sun Hing Building,https://www.28hse.com/en/buy/estate-5848,586939,For sale,HK$ 4.88M ,"$8,133","$10,678",,High level,2,600 ,457 ,,,,855,1,53 days before,53 days before,22 hours before,2018.08.12,07-07-2018
,,,,592588,For sale,HK$ 7.60M ,,"$19,792",,High level,1,,384 ,,,,215,0,12 days before,9 days before,6 days before,2018.10.22,07-07-2018
"Lai Chi Kok,Cheung Sha Wan,Mei Foo,Lai King",https://www.28hse.com/en/buy/district-g28,The Pacifica,https://www.28hse.com/en/buy/estate-2450,616652,For sale,HK$ 17.50M ,,"$18,421",,High level,,,950 ,,13,,105,0,9 days before,,8 days before,2018.09.26,07-07-2018
"Prince Edward,Mong Kok,Yau Ma Tei",https://www.28hse.com/en/buy/district-g30,Foo Tat Building,https://www.28hse.com/en/buy/estate-2865,592663,For sale,HK$ 5.20M ,"$12,530","$16,993",,High level,2,415 ,306 ,,33,,465,0,44 days before,9 days before,22 hours before,2018.08.21,07-07-2018
"Prince Edward,Mong Kok,Yau Ma Tei",https://www.28hse.com/en/buy/district-g30,Shun King Building,https://www.28hse.com/en/buy/estate-5044,611446,For sale,HK$ 4.20M ,,"$19,091",,Mid level,2,,220 ,,40,,285,0,16 days before,16 days before,1 days before,2018.09.19,07-07-2018
"Lai Chi Kok,Cheung Sha Wan,Mei Foo,Lai King",https://www.28hse.com/en/buy/district-g28,The Pacifica,https://www.28hse.com/en/buy/estate-2450,603169,For sale,HK$ 8.30M ,,"$18,610",,,,,446 ,,13,,265,0,28 days before,,8 days before,2018.09.06,07-07-2018
"Prince Edward,Mong Kok,Yau Ma Tei",https://www.28hse.com/en/buy/district-g30,Apartment,https://www.28hse.com/en/buy/estate-2713,612798,For sale,HK$ 6.88M ,"$12,623","$15,289",,High level,3,545 ,450 ,,,,285,0,14 days before,14 days before,45 minutes before,2018.09.20,07-07-2018
"Tai Kok Tsui,Olympic,Kowloon Station",https://www.28hse.com/en/buy/district-g29,Apartment,https://www.28hse.com/en/buy/estate-2554,611426,For sale,HK$ 5.20M ,"$13,866","$16,404",,High level,2,375 ,317 ,,,,281,0,16 days before,16 days before,45 minutes before,2018.09.19,07-07-2018
"Prince Edward,Mong Kok,Yau Ma Tei",https://www.28hse.com/en/buy/district-g30,Apartment,https://www.28hse.com/en/buy/estate-2600,606855,For sale,HK$ 7.28M ,,"$13,000",,High level,2,,560 ,,44,,340,0,23 days before,23 days before,1 days before,2018.09.12,07-07-2018
"Yau Tong,Lam Tin",https://www.28hse.com/en/buy/district-g21,Hong Wah Court,https://www.28hse.com/en/buy/estate-2011,616736,For sale,HK$ 5.68M ,"$9,878","$13,428",,,,575 ,423 ,,,,130,0,8 days before,7 days before,3 days before,2018.09.26,07-07-2018
"Lai Chi Kok,Cheung Sha Wan,Mei Foo,Lai King",https://www.28hse.com/en/buy/district-g28,Manhattan Hill,https://www.28hse.com/en/buy/estate-2522,616742,For sale,HK$ 12.00M ,"$16,759","$22,305",,,,716 ,538 ,,12,,250,0,8 days before,8 days before,2 hours before,2018.09.26,07-07-2018
"Prince Edward,Mong Kok,Yau Ma Tei",https://www.28hse.com/en/buy/district-g30,Seawide Mansion,https://www.28hse.com/en/buy/estate-6546,597418,For sale,HK$ 4.08M ,"$11,461","$17,288",,High level,1,356 ,236 ,,33,,365,0,37 days before,34 days before,2 hours before,2018.08.29,07-07-2018
"Prince Edward,Mong Kok,Yau Ma Tei",https://www.28hse.com/en/buy/district-g30,Profit Nice Mansion,https://www.28hse.com/en/buy/estate-5831,598767,For sale,HK$ 3.78M ,"$11,351","$18,713",,Mid level,open style,333 ,202 ,,19,,2208,1,35 days before,35 days before,2 hours before,2018.08.31,07-07-2018
"Prince Edward,Mong Kok,Yau Ma Tei",https://www.28hse.com/en/buy/district-g30,Kam Wah Building,https://www.28hse.com/en/buy/estate-6144,598742,For sale,HK$ 4.50M ,,"$14,331",,High level,2,,314 ,,46,,565,0,35 days before,35 days before,2 hours before,2018.08.31,07-07-2018
"Hung Hom,Whampoa",https://www.28hse.com/en/buy/district-g32,Appartment,https://www.28hse.com/en/buy/estate-3115,602298,For sale,HK$ 6.85M ,,"$16,506",,High level,2,,415 ,,,,250,0,30 days before,10 days before,2 days before,2018.09.05,07-07-2018
"Prince Edward,Mong Kok,Yau Ma Tei",https://www.28hse.com/en/buy/district-g30,Tung Hing Building,https://www.28hse.com/en/buy/estate-2851,598850,For sale,HK$ 6.98M ,,"$15,341",,Low level,2,,455 ,,28,,470,0,35 days before,35 days before,2 hours before,2018.08.31,07-07-2018
"Hung Hom,Whampoa",https://www.28hse.com/en/buy/district-g32,La Lumiere,https://www.28hse.com/en/buy/estate-8567,604034,For sale,HK$ 8.50M ,,"$19,767",,Mid level,2,,430 ,$ 1900,2,,305,0,27 days before,9 days before,8 hours before,2018.09.08,07-07-2018
"Tai Kok Tsui,Olympic,Kowloon Station",https://www.28hse.com/en/buy/district-g29,Apartment,https://www.28hse.com/en/buy/estate-2554,616311,For sale,HK$ 6.09M ,"$8,700","$10,993",,High level,3,700 ,554 ,,,,235,0,9 days before,9 days before,54 minutes before,2018.09.26,07-07-2018
"To Kwa Wan,Kowloon City, Kai Tak",https://www.28hse.com/en/buy/district-g25,One Kai Tak(I),https://www.28hse.com/en/buy/estate-8908,605924,For sale,HK$ 39.35M ,,"$25,080",,Low level,4,,"1,569 ",,1,,405,0,24 days before,24 days before,1 hours before,2018.09.10,07-07-2018
"Prince Edward,Mong Kok,Yau Ma Tei",https://www.28hse.com/en/buy/district-g30,WinField Building,https://www.28hse.com/en/buy/estate-5713,597699,For sale,HK$ 4.20M ,"$14,000","$17,143",,High level,open style,300 ,245 ,,34,,666,1,36 days before,8 days before,2 hours before,2018.08.29,07-07-2018
"Prince Edward,Mong Kok,Yau Ma Tei",https://www.28hse.com/en/buy/district-g30,Cheong Fai Mansion,https://www.28hse.com/en/buy/estate-5371,611598,For sale,HK$ 3.48M ,,"$15,536",,Mid level,1,,224 ,,49,,690,2,16 days before,16 days before,1 days before,2018.09.19,07-07-2018
"Lai Chi Kok,Cheung Sha Wan,Mei Foo,Lai King",https://www.28hse.com/en/buy/district-g28,Lei Cheng Uk Estate,https://www.28hse.com/en/buy/estate-5538,616342,For sale,HK$ 2.00M ,"$5,602","$7,220",,High level,open style,357 ,277 ,,,,430,0,9 days before,9 days before,3 days before,2018.09.26,07-07-2018
"Prince Edward,Mong Kok,Yau Ma Tei",https://www.28hse.com/en/buy/district-g30,Ying Loy Mansion,https://www.28hse.com/en/buy/estate-2735,616355,For sale,HK$ 4.50M ,,"$10,588",,Mid level,1,,425 ,,55,,300,0,9 days before,,9 days before,2018.09.26,07-07-2018
"Lai Chi Kok,Cheung Sha Wan,Mei Foo,Lai King",https://www.28hse.com/en/buy/district-g28,Wing Ning Building,https://www.28hse.com/en/buy/estate-2489,616316,For sale,HK$ 4.15M ,,"$18,527",,Mid level,open style,,224 ,,34,,120,0,9 days before,9 days before,6 days before,2018.09.26,07-07-2018
"Hung Hom,Whampoa",https://www.28hse.com/en/buy/district-g32,Appartment,https://www.28hse.com/en/buy/estate-3115,616369,For sale,HK$ 4.97M ,"$14,040","$18,684",,Mid level,2,354 ,266 ,,,,170,0,9 days before,7 days before,5 days before,2018.09.26,07-07-2018
"Prince Edward,Mong Kok,Yau Ma Tei",https://www.28hse.com/en/buy/district-g30,Ngai Hing Mansion,https://www.28hse.com/en/buy/estate-2810,616436,For sale,HK$ 6.60M ,,"$10,345",,,3,,638 ,,54,,325,0,9 days before,7 days before,17 minutes before,2018.09.26,07-07-2018
"Kowloon Tong,Ho Man Tin,Yau Yat Tsuen",https://www.28hse.com/en/buy/district-g26,Yee Fu Building,https://www.28hse.com/en/buy/estate-5660,616333,For sale,HK$ 4.85M ,,"$19,877",,High level,2,,244 ,,33,,275,0,9 days before,9 days before,8 days before,2018.09.26,07-07-2018
"Lai Chi Kok,Cheung Sha Wan,Mei Foo,Lai King",https://www.28hse.com/en/buy/district-g28,High One,https://www.28hse.com/en/buy/estate-8531,576960,For sale,HK$ 4.60M ,,"$20,909",,High level,open style,,220 ,,2,,675,0,2 months before,63 days before,1 hours before,2018.07.29,07-07-2018
"Tai Kok Tsui,Olympic,Kowloon Station",https://www.28hse.com/en/buy/district-g29,Chinese Mansion,https://www.28hse.com/en/buy/estate-5369,616696,For sale,HK$ 7.08M ,,"$7,841",,,,,903 ,,,,120,0,9 days before,,1 hours before,2018.09.26,07-07-2018
"Hung Hom,Whampoa",https://www.28hse.com/en/buy/district-g32,Whampoa Garden,https://www.28hse.com/en/buy/estate-3060,606990,For sale,HK$ 11.98M ,"$14,521","$16,501",,,4,825 ,726 ,,27,,665,0,23 days before,9 days before,23 hours before,2018.09.12,07-07-2018
"Prince Edward,Mong Kok,Yau Ma Tei",https://www.28hse.com/en/buy/district-g30,Lai Tong Building,https://www.28hse.com/en/buy/estate-2744,616248,For sale,HK$ 4.20M ,,"$13,816",,,2,,304 ,,41,,180,0,9 days before,9 days before,1 hours before,2018.09.26,07-07-2018
"Kwun Tong,Ngau Tau Kok",https://www.28hse.com/en/buy/district-g22,Hing Tat Mansion,https://www.28hse.com/en/buy/estate-5711,616347,For sale,HK$ 4.70M ,,"$12,567",,High level,2,,374 ,,53,,220,0,9 days before,9 days before,2 days before,2018.09.26,07-07-2018
"Hung Hom,Whampoa",https://www.28hse.com/en/buy/district-g32,Appartment,https://www.28hse.com/en/buy/estate-3115,611400,For sale,HK$ 4.50M ,"$12,465","$18,293",,High level,open style,361 ,246 ,,,,185,0,16 days before,16 days before,1 days before,2018.09.19,07-07-2018
"Yau Tong,Lam Tin",https://www.28hse.com/en/buy/district-g21,Kai Tin Tower,https://www.28hse.com/en/buy/estate-2032,587682,For sale,HK$ 5.78M ,"$9,585","$10,989",,,,603 ,526 ,,39,,455,0,52 days before,37 days before,4 days before,2018.08.13,07-07-2018
"Prince Edward,Mong Kok,Yau Ma Tei",https://www.28hse.com/en/buy/district-g30,Lai Yin Building,https://www.28hse.com/en/buy/estate-8849,616250,For sale,HK$ 5.80M ,,"$15,934",,,1,,364 ,,47,,125,0,9 days before,9 days before,1 hours before,2018.09.26,07-07-2018
"San Po Kong, Wong Tai Sin",https://www.28hse.com/en/buy/district-g33,Apartment,https://www.28hse.com/en/buy/estate-2109,616256,For sale,HK$ 16.50M ,"$14,640","$19,550",,High level,3,"1,127 ",844 ,,,,210,0,9 days before,9 days before,24 hours before,2018.09.26,07-07-2018
"Hung Hom,Whampoa",https://www.28hse.com/en/buy/district-g32,Appartment,https://www.28hse.com/en/buy/estate-3115,581399,For sale,HK$ 5.28M ,,"$14,080",,High level,2,,375 ,,,,520,0,61 days before,4 days before,2 days before,2018.08.04,07-07-2018
"Diamond Hill,Lok Fu",https://www.28hse.com/en/buy/district-g24,Fung Tak Estate,https://www.28hse.com/en/buy/estate-2114,620163,For sale,HK$ 4.20M ,"$6,604","$8,589",,,3,636 ,489 ,,,,70,0,9 days before,1 hours before,,2018.09.26,07-07-2018
"Yau Tong,Lam Tin",https://www.28hse.com/en/buy/district-g21,Laguna City,https://www.28hse.com/en/buy/estate-2000,616266,For sale,HK$ 10.50M ,"$11,266","$14,037",5,Low level,3,932 ,748 ,,,,270,0,9 days before,,9 days before,2018.09.26,07-07-2018
"Hung Hom,Whampoa",https://www.28hse.com/en/buy/district-g32,Appartment,https://www.28hse.com/en/buy/estate-3115,609212,For sale,HK$ 5.50M ,,"$15,027",,Mid level,2,,366 ,$ 800,40,,470,0,20 days before,9 days before,8 hours before,2018.09.15,07-07-2018
"Diamond Hill,Lok Fu",https://www.28hse.com/en/buy/district-g24,Fung Tak Estate,https://www.28hse.com/en/buy/estate-2114,620162,For sale,HK$ 2.38M ,"$5,219","$6,819",,,1,456 ,349 ,,,,160,0,9 days before,1 hours before,,2018.09.26,07-07-2018
"Tai Kok Tsui,Olympic,Kowloon Station",https://www.28hse.com/en/buy/district-g29,Apartment,https://www.28hse.com/en/buy/estate-2554,616285,For sale,HK$ 6.10M ,"$8,714","$11,011",,,,700 ,554 ,,,,320,0,9 days before,9 days before,1 days before,2018.09.26,07-07-2018
"Sham Shui Po,Shek Kip Mei",https://www.28hse.com/en/buy/district-g27,Chinese Mansion,https://www.28hse.com/en/buy/estate-5356,616262,For sale,HK$ 5.69M ,,"$7,925",中層,Mid level,,,718 ,,59,,310,0,9 days before,9 days before,1 hours before,2018.09.26,07-07-2018
"Hung Hom,Whampoa",https://www.28hse.com/en/buy/district-g32,Appartment,https://www.28hse.com/en/buy/estate-3115,566251,For sale,HK$ 3.98M ,"$13,445","$18,426",,Mid level,1,296 ,216 ,,,,1695,3,9 days before,9 days before,8 days before,2018.09.26,07-07-2018
"Tai Kok Tsui,Olympic,Kowloon Station",https://www.28hse.com/en/buy/district-g29,Hampton Place,https://www.28hse.com/en/buy/estate-2563,616444,For sale,HK$ 8.70M ,"$12,908","$17,331",,,2,674 ,502 ,,15,,180,0,9 days before,9 days before,9 days before,2018.09.26,07-07-2018
"Hung Hom,Whampoa",https://www.28hse.com/en/buy/district-g32,Appartment,https://www.28hse.com/en/buy/estate-3115,295389,For sale,HK$ 7.18M ,"$14,360","$17,470",,Low level,2,500 ,411 ,,,,2291,1,20 months before,9 days before,8 days before,2018.09.26,07-07-2018
"Prince Edward,Mong Kok,Yau Ma Tei",https://www.28hse.com/en/buy/district-g30,Shun Lee Building,https://www.28hse.com/en/buy/estate-2816,599188,For sale,HK$ 4.98M ,"$11,042","$13,644",,,3,451 ,365 ,,39,,425,0,34 days before,34 days before,2 hours before,2018.09.01,07-07-2018
"Lai Chi Kok,Cheung Sha Wan,Mei Foo,Lai King",https://www.28hse.com/en/buy/district-g28,909 Cheung Sha Wan Rd.,https://www.28hse.com/en/buy/estate-20750,613740,For sale,HK$ 9.80M ,,"$8,734",4/F,High level,,,"1,122 ",,,,90,0,12 days before,8 days before,8 days before,2018.09.23,07-07-2018
"Lai Chi Kok,Cheung Sha Wan,Mei Foo,Lai King",https://www.28hse.com/en/buy/district-g28,Manor Centre,https://www.28hse.com/en/buy/estate-2455,604203,For sale,HK$ 5.08M ,,"$18,273",,Low level,2,,278 ,,32,,565,0,27 days before,8 days before,1 hours before,2018.09.08,07-07-2018
"Sham Shui Po,Shek Kip Mei",https://www.28hse.com/en/buy/district-g27,Trinity Towers,https://www.28hse.com/en/buy/estate-8333,604125,For sale,HK$ 9.49M ,,"$15,790",,Low level,3,,601 ,,,,330,0,27 days before,8 days before,6 days before,2018.09.08,07-07-2018
"Tsim Sha Tsui,Jordan",https://www.28hse.com/en/buy/district-g31,The Victoria Towers,https://www.28hse.com/en/buy/estate-2950,617332,For sale,HK$ 16.00M ,,"$31,621",,High level,2,,506 ,,15,,111,0,8 days before,8 days before,2 days before,2018.09.27,07-07-2018
"Hung Hom,Whampoa",https://www.28hse.com/en/buy/district-g32,Appartment,https://www.28hse.com/en/buy/estate-3115,606661,For sale,HK$ 8.79M ,"$12,433","$16,679",,High level,3,707 ,527 ,$ 1300,,,430,0,23 days before,9 days before,8 hours before,2018.09.11,07-07-2018
"Shau Kei Wan, Heng Fa Chuen",https://www.28hse.com/en/buy/district-g11,Tung Yan Court,https://www.28hse.com/en/buy/estate-1189,603139,For sale,HK$ 6.20M ,,"$14,319",,Low level,2,,433 ,,19,,520,0,28 days before,6 days before,2 days before,2018.09.06,07-07-2018
"North Point, Fortress Hill",https://www.28hse.com/en/buy/district-g7,Fu King Court,https://www.28hse.com/en/buy/estate-5375,608800,For sale,HK$ 4.98M ,,"$17,849",,Low level,open style,,279 ,,33,,630,0,20 days before,20 days before,8 days before,2018.09.14,07-07-2018
"Shau Kei Wan, Heng Fa Chuen",https://www.28hse.com/en/buy/district-g11,Apartment,https://www.28hse.com/en/buy/estate-1183,553393,For sale,HK$ 12.50M ,,"$16,192",,,2,,772 ,,,,1290,0,25 days before,1 hours before,32 minutes before,2018.09.10,07-07-2018
"Shau Kei Wan, Heng Fa Chuen",https://www.28hse.com/en/buy/district-g11,Hung Lee Building,https://www.28hse.com/en/buy/estate-5452,608804,For sale,HK$ 4.48M ,,"$15,664",,High level,1,,286 ,,45,,545,0,20 days before,20 days before,8 days before,2018.09.14,07-07-2018
"Tai Kok Tsui,Olympic,Kowloon Station",https://www.28hse.com/en/buy/district-g29,Hampton Place,https://www.28hse.com/en/buy/estate-2563,599559,For sale,HK$ 8.42M ,,"$18,108",,,,,465 ,,15,,876,0,33 days before,9 days before,5 days before,2018.09.01,07-07-2018
"Tsim Sha Tsui,Jordan",https://www.28hse.com/en/buy/district-g31,The Austin,https://www.28hse.com/en/buy/estate-8199,400176,For sale For rent,HK$ 12.50M ,,"$30,048",,Low level,1,,416 ,,2,,3335,0,6 days before,6 days before,6 days before,2018.09.29,07-07-2018
"To Kwa Wan,Kowloon City, Kai Tak",https://www.28hse.com/en/buy/district-g25,No. 18 Farm Road,https://www.28hse.com/en/buy/estate-5039,616110,For sale,HK$ 35.00M ,"$25,362","$34,415",,,3,"1,380 ","1,017 ",,14,,150,0,9 days before,7 days before,1 days before,2018.09.25,07-07-2018
"Prince Edward,Mong Kok,Yau Ma Tei",https://www.28hse.com/en/buy/district-g30,Tak Cheong Building,https://www.28hse.com/en/buy/estate-2837,616125,For sale,HK$ 3.90M ,"$12,828","$18,140",,High level,2,304 ,215 ,,41,,490,0,9 days before,9 days before,22 hours before,2018.09.25,07-07-2018
"Yau Tong,Lam Tin",https://www.28hse.com/en/buy/district-g21,Hong Yat Court,https://www.28hse.com/en/buy/estate-2040,617309,For sale,HK$ 5.68M ,"$8,619","$11,225",,,,659 ,506 ,,17,,175,0,8 days before,3 days before,4 days before,2018.09.27,07-07-2018
"Tsim Sha Tsui,Jordan",https://www.28hse.com/en/buy/district-g31,Fortune Terrace,https://www.28hse.com/en/buy/estate-2901,616129,For sale,HK$ 7.88M ,,"$16,247",,,,,485 ,,40,,1055,0,9 days before,6 days before,5 days before,2018.09.25,07-07-2018
"Prince Edward,Mong Kok,Yau Ma Tei",https://www.28hse.com/en/buy/district-g30,Wing Tai Building,https://www.28hse.com/en/buy/estate-7578,616134,For sale,HK$ 3.58M ,,"$15,771",,Low level,open style,,227 ,,37,,725,0,9 days before,1 days before,1 days before,2018.09.25,07-07-2018
"Prince Edward,Mong Kok,Yau Ma Tei",https://www.28hse.com/en/buy/district-g30,Comfort Mansion,https://www.28hse.com/en/buy/estate-6481,616137,For sale,HK$ 4.45M ,"$13,283","$18,856",,High level,1,335 ,236 ,,21,,235,0,9 days before,1 days before,22 hours before,2018.09.25,07-07-2018
"San Po Kong, Wong Tai Sin",https://www.28hse.com/en/buy/district-g33,Fung Wong Chuen Building,https://www.28hse.com/en/buy/estate-5983,616148,For sale,HK$ 5.50M ,,"$14,249",,,,,386 ,,45,,170,0,9 days before,5 days before,19 hours before,2018.09.25,07-07-2018
,,,,616157,For sale,HK$ 6.88M ,,"$12,286",,,3,,560 ,,,,2545,1,9 days before,5 days before,1 days before,2018.09.25,07-07-2018
"Tai Kok Tsui,Olympic,Kowloon Station",https://www.28hse.com/en/buy/district-g29,Metro Harbour View,https://www.28hse.com/en/buy/estate-2564,616174,For sale,HK$ 7.20M ,,"$21,176",,High level,2,,340 ,,15,,1025,0,9 days before,7 days before,1 days before,2018.09.26,07-07-2018
"Hung Hom,Whampoa",https://www.28hse.com/en/buy/district-g32,Harbour Place,https://www.28hse.com/en/buy/estate-3061,616128,For sale,HK$ 10.50M ,"$15,000","$17,827",,,,700 ,589 ,,10,,225,0,9 days before,7 days before,5 days before,2018.09.25,07-07-2018
"Sham Shui Po,Shek Kip Mei",https://www.28hse.com/en/buy/district-g27,Apartment,https://www.28hse.com/en/buy/estate-2392,575037,For sale,HK$ 3.93M ,,"$8,291",,High level,2,,474 ,,,,580,0,2 months before,43 days before,1 hours before,2018.07.26,07-07-2018
"Prince Edward,Mong Kok,Yau Ma Tei",https://www.28hse.com/en/buy/district-g30,Legend Court,https://www.28hse.com/en/buy/estate-2755,616101,For sale,HK$ 6.18M ,"$12,409","$20,130",,High level,,498 ,307 ,,17,,220,0,9 days before,9 days before,1 days before,2018.09.25,07-07-2018
"Tai Kok Tsui,Olympic,Kowloon Station",https://www.28hse.com/en/buy/district-g29,Chinese Mansion,https://www.28hse.com/en/buy/estate-5457,616443,For sale,HK$ 5.80M ,"$10,545","$14,948",,High level,2,550 ,388 ,,,,280,0,9 days before,9 days before,1 days before,2018.09.26,07-07-2018
"Prince Edward,Mong Kok,Yau Ma Tei",https://www.28hse.com/en/buy/district-g30,Wah Tak Building,https://www.28hse.com/en/buy/estate-2850,577195,For sale,HK$ 2.88M ,,"$11,950",,Low level,1,,241 ,,54,,2360,2,2 months before,2 months before,1 days before,2018.07.29,07-07-2018
"Tsim Sha Tsui,Jordan",https://www.28hse.com/en/buy/district-g31,Sun Lee Building,https://www.28hse.com/en/buy/estate-6438,577128,For sale,HK$ 3.90M ,,"$16,456",,Mid level,1,,237 ,,31,,905,0,2 months before,2 months before,1 days before,2018.07.29,07-07-2018
"Prince Edward,Mong Kok,Yau Ma Tei",https://www.28hse.com/en/buy/district-g30,Cheung Hing Building,https://www.28hse.com/en/buy/estate-7855,578004,For sale,HK$ 4.70M ,,"$11,520",,Mid level,open style,,408 ,,,,460,1,2 months before,63 days before,1 days before,2018.07.30,07-07-2018
"Kowloon Bay,Ngau Chi Wan",https://www.28hse.com/en/buy/district-g23,Amoy Gardens,https://www.28hse.com/en/buy/estate-2081,616102,For sale,HK$ 6.20M ,"$13,995","$19,255",P,High level,2,443 ,322 ,,37,,455,0,9 days before,9 days before,3 days before,2018.09.25,07-07-2018
"Prince Edward,Mong Kok,Yau Ma Tei",https://www.28hse.com/en/buy/district-g30,Chee Sing Building,https://www.28hse.com/en/buy/estate-6740,590569,For sale,HK$ 3.80M ,,"$22,485",,High level,1,,169 ,,21,,746,1,48 days before,48 days before,1 days before,2018.08.18,07-07-2018
"Tai Kok Tsui,Olympic,Kowloon Station",https://www.28hse.com/en/buy/district-g29,i-home,https://www.28hse.com/en/buy/estate-5006,601127,For sale,HK$ 6.98M ,"$12,667","$19,886",,,,551 ,351 ,,9,,422,0,31 days before,31 days before,1 days before,2018.09.04,07-07-2018
"Prince Edward,Mong Kok,Yau Ma Tei",https://www.28hse.com/en/buy/district-g30,Apartment,https://www.28hse.com/en/buy/estate-2807,581773,For sale,HK$ 4.40M ,,"$13,793",,High level,2,,319 ,,,,385,0,61 days before,13 days before,1 days before,2018.08.05,07-07-2018
"Prince Edward,Mong Kok,Yau Ma Tei",https://www.28hse.com/en/buy/district-g30,Fortune Court,https://www.28hse.com/en/buy/estate-5151,596292,For sale,HK$ 5.58M ,"$11,205","$17,222",,,,498 ,324 ,,9,,857,0,39 days before,,7 days before,2018.08.27,07-07-2018
"Lai Chi Kok,Cheung Sha Wan,Mei Foo,Lai King",https://www.28hse.com/en/buy/district-g28,Mei Foo Sun Chuen,https://www.28hse.com/en/buy/estate-2520,616473,For sale For rent,HK$ 8.20M ,"$11,468","$15,414",,Mid level,3,715 ,532 ,,50,,575,0,9 days before,4 hours before,3 days before,2018.09.26,07-07-2018
"Prince Edward,Mong Kok,Yau Ma Tei",https://www.28hse.com/en/buy/district-g30,Paradise Square,https://www.28hse.com/en/buy/estate-2711,609058,For sale,HK$ 7.58M ,"$12,782","$17,920",,,2,593 ,423 ,,15,,270,0,20 days before,7 days before,7 days before,2018.09.15,07-07-2018
"Hung Hom,Whampoa",https://www.28hse.com/en/buy/district-g32,Whampoa Garden,https://www.28hse.com/en/buy/estate-3060,615981,For sale,HK$ 9.08M ,"$15,736","$18,052",,Low level,2,577 ,503 ,,31,,195,0,10 days before,6 hours before,5 hours before,2018.09.25,07-07-2018
"Kwun Tong,Ngau Tau Kok",https://www.28hse.com/en/buy/district-g22,Hopewell House,https://www.28hse.com/en/buy/estate-6132,616015,For sale,HK$ 4.08M ,,"$13,377",,,2,,305 ,,51,,345,0,10 days before,10 days before,2 days before,2018.09.25,07-07-2018
,,,,616019,For sale,HK$ 4.80M ,,"$7,631",,High level,,,629 ,,,,295,0,10 days before,10 days before,1 hours before,2018.09.25,07-07-2018
"Prince Edward,Mong Kok,Yau Ma Tei",https://www.28hse.com/en/buy/district-g30,Hung Wai Building,https://www.28hse.com/en/buy/estate-2758,616509,For sale,HK$ 6.18M ,,"$18,503",,,,,334 ,,34,,130,0,9 days before,9 days before,17 minutes before,2018.09.26,07-07-2018
"Hung Hom,Whampoa",https://www.28hse.com/en/buy/district-g32,Full Wing Building,https://www.28hse.com/en/buy/estate-6704,616033,For sale,HK$ 4.20M ,,"$19,266",,High level,open style,,218 ,,,,855,0,9 days before,9 days before,2 days before,2018.09.25,07-07-2018
"Sham Shui Po,Shek Kip Mei",https://www.28hse.com/en/buy/district-g27,Chinese Mansion,https://www.28hse.com/en/buy/estate-5356,544603,For sale,HK$ 5.08M ,,"$8,314",,,,,611 ,,,,1305,0,9 days before,9 days before,1 days before,2018.09.25,07-07-2018
